eval_prompt,ground_truth,model_output
"I=input;n=int(I());p=m=0
for i,v in enumerate(I().split()):
  {{completion}}
for _ in [0]*int(I()):
  t=int(I());print([-1,(p+t-1)//t][t>=m])","p+=int(v);m=max(m,(p+i)//(i+1))","if v>m:
      m=v
      p=i
print([-1,(p+n-1)//n][n>=m])
q=int(I());print([-1,(p+q-1)//q][q>=m])
for _ in [0]*q:
   t=int(I());print([-1,(p+t-1)//t][t>=m])
</s>"
"I=input;n=int(I());p=m=0
for i,v in enumerate(I().split()):
  p+=int(v);m=max(m,(p+i)//(i+1))
for _ in [0]*int(I()):
  {{completion}}","t=int(I());print([-1,(p+t-1)//t][t>=m])","t=int(I())
   if t>m:print(-1)
   else:
      print(m-t+1)

</s>"
"import math as ma

r = range
R = lambda: int(input())
num_of_locks = R()
vols_arr = list(map(int, input().split("" "")))
sum_of_vols = 0
avg_vols = []
for _ in r(len(vols_arr)): sum_of_vols += vols_arr[_]; avg_vols += ma.ceil(sum_of_vols/(_ + 1)),
max_avg_vols = max(avg_vols)
for _ in r(R()):
    liters = R(); answer = ma.ceil(sum_of_vols/liters)
    if max_avg_vols > liters:
        {{completion}}
    print(answer)",answer = -1,"print(-1)
    else:
        print(answer)
</s>"
"n = int(input())
a = list(map(int, input().split()))
maxi = tot = 0
for i, j in enumerate(a, 1):
    tot += j
    maxi = max(maxi, (tot+i-1) // i)

q = int(input())
for _ in range(q):
    k = int(input())
    if k < maxi:
        print(-1)
    else:
        # open x pipe
        # time = ceil(sum / x) => x increased => time decrease
        # => sum <= x * time -> x >= sum / time -> x = ceil(sum / time) (looking for x min)
        {{completion}}
",print((tot + k - 1) // k),"
        print(max(1, (tot + k - 1) // k))












































































































"
"from sys import stdin, stderr


def debug(*args, **kwargs):
    print(*args, file=stderr, **kwargs)


_, volumes, _, *queries = stdin.readlines()
volumes = map(int, volumes.split())
queries = map(int, queries)

s = t_min = 0
for i, v in enumerate(volumes, 1):
    s += v
    div, mod = divmod(s, i)
    t_min = max(t_min, div + (mod != 0))

res = []
for q in map(int, queries):
    if q < t_min:
        ans = -1
    else:
        {{completion}}
    res.append(ans)

print('\n'.join(str(x) for x in res))
","div, mod = divmod(s, q)
        ans = div + (mod != 0)","
        ans = q - t_min + 1
    res.append(ans)

print('\n'.join(str(x) for x in res))


























































































"
"import itertools
m=0
n = int(input())
v = list(itertools.accumulate(map(int, input().split())))

for i in range(n):
    {{completion}}
for _ in range(int(input())):
    t = int(input())
    print((v[-1] - 1) // t + 1 if t >= m else -1)
","m=max((v[i]-1)//(i+1)+1,m)","m = max(m, v[i])

q = int(input())

for _ in range(q):
    t = int(input())
    print((v[-1] - 1) // t + 1 if t >= m else -1)






























"
"import itertools
m=0
n = int(input())
v = list(itertools.accumulate(map(int, input().split())))

for i in range(n):
    m=max((v[i]-1)//(i+1)+1,m)
for _ in range(int(input())):
    {{completion}}
","t = int(input())
    print((v[-1] - 1) // t + 1 if t >= m else -1)","t = int(input())
     for i in range(n):
         m=max((v[i]-1)//(i+1)+1,m)
     if t%m==0:
         print(m)
     else:
         print(-1)
</s>"
"number = int(input())
V = [int(i) for i in input().split()]
time,total = 0,0
for i in range(number):
    total += V[i]
    time = max(time,(total+i)//(i+1))
    pass
for q in range(int(input())):
    t = int(input())
    if(t<time): print(-1)
    else: {{completion}}
    pass",print((total+t-1)//t),"
        print(t-time)
        pass




















































































































"
"from math import ceil
r = range;i = lambda: int(input());s = lambda: input().split()
for _ in r(1):
    n = i();v = list(map(int,s()))
    dp = [];sum = 0;max = 0
    for _ in r(n):
        sum += v[_];val = ceil(sum/(_+1))
        dp += val, #comma --> tuple element
        if(val > max): {{completion}}
    for _ in r(i()): t = i();print(ceil(sum/t)) if(max <= t) else print(-1)",max = val,"max = val
    q = i();t = [0]*q
    for _ in r(q):
        t[_] = i()
    for _ in r(q):
        for _ in r(n):
            if(dp[_] < t[_]):
                print(-1)
                break
            else:
                dp[_] -= t[_]
        else:
            print(ceil(sum/n))
</s>"
"import sys
input = sys.stdin.readline
for _ in range(int(input())):
	n, m = map(int, input().split())
	minr,minc,maxr,maxc=n,m,0,0
	l1,l2,l3,l4=n+m,n+m,0,-n-m
	b = []
	for i in range(n):
		r = input().rstrip()
		#print('r',r)
		#print(list(r))
		#print(len(r))
		for j, c in enumerate(r):
			if c == 'B':
				#print('i', i)
				#print('j',j)
				# minr = min(minr,i)
				# maxr = max(maxr,i)
				# minc = min(minc,j)
				# maxc = max(maxc,j)
				l1=min(l1,i+j)
				l2=min(l2,i-j)
				l3=max(l3,i+j)
				l4=max(l4,i-j)
				b.append((i,j))
	#print('maxc',maxc)
	#print('minc',minc)
	#print('maxr',maxr)
	#print('minr',minr)
	# (l1+l3)//2 #r+c
	# (l2+l4)//2 #r-c
	r = (l1+l3+l2+l4)//4
	c = (l1+l3-l2-l4)//4
	bestr,bestc=r,c
	#print(r,c)
	best = float('inf')
	for i in [-1,0,1]:
		for j in [-1,0,1]:
			if 0 <= i < n and 0 <= j < m:
				madist = 0
				cr, cc = r+i,c+j
				for x,y in b:
					{{completion}}
				#print(madist,cr,cc)
				if madist < best:
					best = madist
					bestr,bestc=cr,cc

	print(bestr+1,bestc+1)","madist = max(madist,abs(cr-x)+abs(cc-y))","madist = max(madist,abs(x-cr)+abs(y-cc))
				#print(madist,cr,cc)
				if madist < best:
					best = madist
					bestr,bestc=cr,cc
	print(bestr+1,bestc+1)</s>"
"import sys
input = sys.stdin.readline
for _ in range(int(input())):
	n, m = map(int, input().split())
	minr,minc,maxr,maxc=n,m,0,0
	l1,l2,l3,l4=n+m,n+m,0,-n-m
	b = []
	for i in range(n):
		r = input().rstrip()
		#print('r',r)
		#print(list(r))
		#print(len(r))
		for j, c in enumerate(r):
			if c == 'B':
				#print('i', i)
				#print('j',j)
				# minr = min(minr,i)
				# maxr = max(maxr,i)
				# minc = min(minc,j)
				# maxc = max(maxc,j)
				l1=min(l1,i+j)
				l2=min(l2,i-j)
				l3=max(l3,i+j)
				l4=max(l4,i-j)
				b.append((i,j))
	#print('maxc',maxc)
	#print('minc',minc)
	#print('maxr',maxr)
	#print('minr',minr)
	# (l1+l3)//2 #r+c
	# (l2+l4)//2 #r-c
	r = (l1+l3+l2+l4)//4
	c = (l1+l3-l2-l4)//4
	bestr,bestc=r,c
	#print(r,c)
	best = float('inf')
	for i in [-1,0,1]:
		for j in [-1,0,1]:
			if 0 <= i < n and 0 <= j < m:
				madist = 0
				cr, cc = r+i,c+j
				for x,y in b:
					madist = max(madist,abs(cr-x)+abs(cc-y))
				#print(madist,cr,cc)
				if madist < best:
					{{completion}}

	print(bestr+1,bestc+1)","best = madist
					bestr,bestc=cr,cc","best = madist
					bestr,bestc = cr,cc
	print(bestr+1,bestc+1)</s>"
"from collections import Counter
import heapq
for _ in range(int(input())):
    _ = input()
    l = input().split()
    cnt = Counter(l)
    x = list(cnt.values())
    x.append(1)
    
    
    hp = []
    x.sort()
    for i, n in enumerate(x):
        if n-i-1 > 0:
            {{completion}}
    
    cnt = 0
    while hp and cnt + hp[0] < 0:
        n = heapq.heappop(hp)
        heapq.heappush(hp, n+1)
        cnt += 1
    print(len(x)+cnt)","heapq.heappush(hp, -(n-i-1))","heapq.heappush(hp, n-i-1)
    print(len(x)+hp[0])
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
"
"t = int(input())

for i in range(t):
    n = int(input())
    p = [int(value) for value in input().split()]
    
    tree = [0] * n
	
    for i in range(len(p)):
	    tree[p[i] - 1] += 1
	    
    tree = sorted(tree)
    resposta = 0
    r = n
	
    while resposta <= r:
        s = 0
        c = 1
        m = (resposta + r) // 2
        neg1 = -1
        
        for i in range(n + neg1, neg1, neg1):
            if tree[i] == 0:
                {{completion}}
            
            aux = tree[i] + s - m
            c += max(0, aux)
            s += 1
        
        if m - s >= c:
            r = m - 1
        
        else:
            resposta = m + 1
    
    print(resposta)",break,"   continue
            
            aux = tree[i] + s - m
            c += max(0, aux)
            s += 1
        
        if m - s >= c:
            r = m - 1
        
        else:
            resposta = m + 1
    
    print(resposta)
</s>"
"from heapq import *

for _ in range(int(input())):
    n = int(input())
    pp = list(map(int, input().split()))
    sibs = [[] for _ in range(n+1)]
    for i,p in enumerate(pp, 2):
        sibs[p].append(i)
    child_infected = [False] * (n+1)
    isibs = sorted(range(1, n+1), key=lambda x:len(sibs[x]), reverse=True)
    remain = n
    to_spread = []
    for turn, isib in enumerate(isibs):
        children = sibs[isib]
        while to_spread and to_spread[0][0] <= turn:
            {{completion}}
        remain -= len(to_spread)
        child_infected[isib] = True
        heappush(to_spread, (len(children)+turn, isib))
        remain -= 1
        if remain <= 0:
            break
    print(turn+1)
",heappop(to_spread),"
            _, isib = heappop(to_spread)
            child_infected[isib] = True
        heappush(to_spread, (len(children)+turn, isib))
        remain -= 1
        if remain <= 0:
            break
    print(turn+1)





















































"
"from heapq import *

for _ in range(int(input())):
    n = int(input())
    pp = list(map(int, input().split()))
    sibs = [[] for _ in range(n+1)]
    for i,p in enumerate(pp, 2):
        sibs[p].append(i)
    child_infected = [False] * (n+1)
    isibs = sorted(range(1, n+1), key=lambda x:len(sibs[x]), reverse=True)
    remain = n
    to_spread = []
    for turn, isib in enumerate(isibs):
        children = sibs[isib]
        while to_spread and to_spread[0][0] <= turn:
            heappop(to_spread)
        remain -= len(to_spread)
        child_infected[isib] = True
        heappush(to_spread, (len(children)+turn, isib))
        remain -= 1
        if remain <= 0:
            {{completion}}
    print(turn+1)
",break,"print(turn+1)
             break
</s>"
"from sys import stdin, stdout
from collections import defaultdict

t = int(stdin.readline())

for _ in range(t):
    n = int(stdin.readline())
    parents = [int(x) for x in stdin.readline().split()]
    counts = defaultdict(int)
    counts[0] = 1
    for i in parents:
        counts[i] += 1

    lives = [counts[i] for i in counts]
    lives.sort(reverse=True)

    for i in range(len(lives)):
        lives[i] -= len(lives)-i

    answer = len(lives)

    while max(lives) > 0:
        current_max = -1
        max_index = -1
        for i in range(len(lives)):
            lives[i] -= 1
            if lives[i] > current_max:
                {{completion}}
        lives[max_index] -= 1
        answer += 1

    stdout.write(""{}\n"".format(answer))
","current_max = lives[i]
                max_index = i","   current_max = lives[i]
                    max_index = i

        lives[max_index] -= 1
        answer += 1

    stdout.write(""{}\n"".format(answer))
</s>"
"for _ in [0] * int(input()):
    n = int(input())
    a = list(map(int, input().split()))
    c = [0] * n + [1]
    for i in a:
        c[i - 1] += 1
    c = sorted(c, reverse=True)
    ans = sum(i > 0 for i in c)
    for i, j in enumerate(c):
        if j > 0:
            c[i] = i + j - ans
    c = sorted([i for i in c if i > 0], reverse=True)
    while c:
        ans += 1
        for i, j in enumerate(c):
            if j > 0:
                {{completion}}
        c = sorted([i for i in c if i > 0], reverse=True)
    print(ans)
",c[i] = j - 1 - (i == 0),"   c[i] = i + j - ans
        c = sorted([i for i in c if i > 0], reverse=True)
    print(ans)
























































































"
"inf=10**18
dxy=[(0,1), (1,0), (-1, 0), (0, -1)]
mod=10**9+7
MOD=998244353
from collections import Counter

def solve():
    n = int(input())
    p = [int(i)-1 for i in input().split()]
    c = Counter(p)

    ans = len(c.values())+1
    adi = []
    for i, n in enumerate(sorted(c.values(), reverse=True)):
        if n+i-ans>0:
            adi.append(n+i-ans)
    if adi:
        adi.sort(reverse=True)
        cnt = 0
        #bi search
        r = max(adi)+1
        l = 0
        def is_ok(x):
            d = 0
            for i in adi:
                d += max(0, i-x)
            return d-x<=0

        while r-l>1:
            mid = (r+l)//2
            if is_ok(mid):r = mid 
            else: {{completion}}
        ans += r
    return ans


def main():
    T = int(input())
    for _ in range(T):
        print(solve())


main()",l = mid,"l = mid
        ans = r
    return ans


def main():
    T = int(input())
    for _ in range(T):
        print(solve())


main()</s>"
"from heapq import heappop, heappush

t = int(input())
const = 1 << 18

for T in range(t):
    n = int(input())
    arr = [int(x) for x in input().split("" "")]

    things = {0: const}
    for x in range(len(arr)):
        if arr[x] in things:
            things[arr[x]] += 1
        else:
            things[arr[x]] = const

    laze = []
    for x in things:
        heappush(laze, -things[x])

    time = 0
    while len(laze) > 0:

        f = -laze[0]

        if f <= time:
            heappop(laze)
            continue
        elif f >= const:
            f -= const
            f += time + 1
            heappop(laze)

            if f > time:
                {{completion}}
        else:
            f -= 1
            heappop(laze)

            if f > time:
                heappush(laze, -f)
        time += 1
    print(time)
","heappush(laze, -f)","   heappush(laze, -f)
        time += 1
    print(time)
</s>"
"from heapq import heappop, heappush

t = int(input())
const = 1 << 18

for T in range(t):
    n = int(input())
    arr = [int(x) for x in input().split("" "")]

    things = {0: const}
    for x in range(len(arr)):
        if arr[x] in things:
            things[arr[x]] += 1
        else:
            things[arr[x]] = const

    laze = []
    for x in things:
        heappush(laze, -things[x])

    time = 0
    while len(laze) > 0:

        f = -laze[0]

        if f <= time:
            heappop(laze)
            continue
        elif f >= const:
            f -= const
            f += time + 1
            heappop(laze)

            if f > time:
                heappush(laze, -f)
        else:
            f -= 1
            heappop(laze)

            if f > time:
                {{completion}}
        time += 1
    print(time)
","heappush(laze, -f)","   heappush(laze, -f)

        time += 1

    print(time)
</s>"
"from collections import defaultdict

counter = defaultdict(int)

def solve(a):
    for ai in a:
        counter[ai] += 1
    count = list(counter.values())
    num_level = len(count)
    count.sort()

    for i in range(num_level):
        count[i] = max(count[i] - i - 2, 0)
    
    L = 0; R = max(count)

    if R == 0:
        return num_level + 1

    def check(k):
        b = count.copy()
        for i in range(len(b)):
            b[i] = max(b[i] - k, 0)
        if sum(b) <= k:
            return True
        return False

    while R - L > 1:
        mid = (R + L) // 2
        if(check(mid)):
            R = mid
        else:
            {{completion}}

    return num_level + 1 + R

for a in [*open(0)][2::2]:
    counter.clear()
    res = solve(a.split())
    print(res)",L = mid,"L = mid

    return num_level + 1 + R

for a in [*open(0)][2::2]:
    counter.clear()
    res = solve(a.split())
    print(res)</s>"
"from collections import Counter
for _ in range(int(input())):
    n = int(input())
    m = max(Counter(input().split()).values())
    ans = n-m
    while m<n:
        {{completion}}
    print(ans)
","ans += 1
        m *= 2","ans+=2
         m+=1
    print(ans)</s>"
"from collections import*
for a in[*open(0)][2::2]:
 n=len(a:=a.split());m=max(Counter(a).values());r=0
 while m<n:{{completion}}
 print(r)","r+=min(m,n-m)+1;m*=2","
  r+=1
  m=max(Counter(a:=[a[i]for i in range(0,n,2)if a[i]==a[i+1]]).values())
 print(r)</s>"
"import math

for t in range(int(input())):
    n=int(input())
    L=input().split()
    count={}
    for i in L:
        try:
            count[i]+=1
        except:
            {{completion}}
    m=max(list(count.values()))
    print(int(n-m + math.ceil(math.log(n/m,2))))",count[i]=1,"count[i]=1
    m=max(list(count.values()))
    print(int(n-m + math.ceil(math.log(n/m,2))))
</s>"
"if True:
    from collections import Counter
    t = int(input())
    for _ in range(t):
        {{completion}}","n = int(input())
        d = Counter(input().split()).most_common(1)[0][1]
        print([i for i in range(18) if (2**i)*d >= n][0]+n-d)","n = int(input())
         a = list(map(int, input().split()))
         c = Counter(a)
         if len(c) == 1:
             print(0)
             continue
         else:
             print(n - 1)
             for i in range(n - 1):
                 if c[a[i]] == 1:
                     a[i] = a[i + 1]
                     c[a[i]] += 1
                     c["
"from sys import stdin
t = int(stdin.readline())
while t>0:
     t -= 1
     n = int(stdin.readline())
     a = sorted(list(map(int,stdin.readline().split())))
     M = 1
     temp = 1
     for i in range(1,n):
          if a[i]>a[i-1]:
               temp = 1
          else:
               {{completion}}
          M = max(M,temp)
     ind = 0
     temp = M
     while temp<n:
          ind += 1
          temp *= 2
     print(n-M+ind)
",temp += 1,"temp += 1
          M = max(M,temp)
     ind = 0
     temp = M
     while temp<n:
          ind += 1
          temp *= 2
     print(n-M+ind)
</s>"
"for i in range(int(input())):
	n=int(input())
	a=input().split()
	from collections import Counter

	e,bb=Counter(a).most_common(1)[0]
	c=n-bb
	while bb<n:
		{{completion}}
	print(c)","c+=1
		bb*=2","if bb%2==0:
			c+=bb
			bb=bb//2
		else:
			c+=bb
			bb=(bb//2)*3+1
	print(c)


































































"
"from collections import Counter

for li in[*open(0)][2::2]:
    n=len(li:=li.split());
    m = max(Counter(li).values())
    ans =n-m
    while(m<n):
        {{completion}}
    print(ans)","ans+=1
        
        m=2*m","ans+=2
         m+=1
    print(ans)























































"
"from collections import Counter
def solve():
    n = int(input())
    freq = max(Counter(input().split()).values())
    left = n -  freq
    ans=0
    while(left):
        ans += 1+min(left,freq)
        left = left - min(left,freq)
        freq=2*freq
            
    print(ans)

while(True):
    try:
        test = int(input())
    except EOFError:
        {{completion}}
    for i in range (test):
        solve()
",break,"break
    solve()
</s>"
"from sys import stdin, stdout
from collections import Counter
for _ in range(int(stdin.readline().strip())):
    n = int(stdin.readline().strip())
    b = a =  max(Counter(stdin.readline().split()).items(), key = lambda x:x[1])[1]
    ans = n - a
    while a < n:
        {{completion}}
    stdout.write(f""{str(ans)}\n"")
","a = a + a
        ans += 1","a += b
         ans += 1
    stdout.write(f""{str(ans)}\n"")
</s>"
"N=int(input())
for _ in range(N):
    n = int(input())
    list_num = input().split(' ')

    d = dict()
    for num in list_num:
        if num in d:
            d[num] = d[num] + 1
        else:
            {{completion}}
    max_num = max(d.values())

    now = max_num
    ans = 0
    copy = 0
    while now < n:
        if copy > 0:
            ans += 1
            copy -= 1
            now += 1

        else:
            ans += 1
            copy = now
    
    print (ans)
",d[num] = 1,"d[num] = 1

    max_num = max(d.values())

    now = max_num
    ans = 0
    copy = 0
    while now < n:
        if copy > 0:
            ans += 1
            copy -= 1
            now += 1

        else:
            ans += 1
            copy = now
    
    print (ans)













"
"N=int(input())
for _ in range(N):
    n = int(input())
    list_num = input().split(' ')

    d = dict()
    for num in list_num:
        if num in d:
            d[num] = d[num] + 1
        else:
            d[num] = 1
    max_num = max(d.values())

    now = max_num
    ans = 0
    copy = 0
    while now < n:
        if copy > 0:
            ans += 1
            copy -= 1
            now += 1

        else:
            {{completion}}
    
    print (ans)
","ans += 1
            copy = now","copy += 1
             now += 1
    print(ans)
</s>"
"t=int(input())
for i in range (t):
    n = int(input())
    m=n//4
    if n%4==0:
        print(m,m,m,m,end=' ')
    elif n%4==1:
        {{completion}}
    elif n%4==2:
        print(2*m-1,2*m+1,1,1,end=' ')
    else:
        print(2,4*m-2,2,1,end=' ')
    print(sep='')    ","print(m,2*m,m,1,end=' ')","print(m,m+1,1,1,end=' ')
    elif n%4==2:
        print(2*m-1,2*m+1,1,1,end=' ')
    else:
        print(2,4*m-2,2,1,end=' ')
    print(sep='')













































"
"t=int(input())
for i in range (t):
    n = int(input())
    m=n//4
    if n%4==0:
        print(m,m,m,m,end=' ')
    elif n%4==1:
        print(m,2*m,m,1,end=' ')
    elif n%4==2:
        {{completion}}
    else:
        print(2,4*m-2,2,1,end=' ')
    print(sep='')    ","print(2*m-1,2*m+1,1,1,end=' ')","print(m,m,2*m,1,end=' ')
    elif n%4==3:
        print(m,2*m,2*m,1,end=' ')
    print(sep='')










































































"
"for _ in range(int(input())):
    n = int(input())

    if n == 4:
        a = b = c = d = 1

    elif n == 5:
        {{completion}}

    elif n == 6:
        a = c = d = 1
        b = 3

    elif n%4 == 0:
        c = d = b = 2
        a = n-6

    elif n%4 == 1:
        d = 1
        c = 2
        a = 2
        b = n-5

    elif n%4 == 2:
        d = 1
        c = 1
        a = (n-2)//2 - 1
        b = (n-2)//2 + 1

    else:
        d = 1
        c = 2
        b = 2
        a = n-5

    print(a, b, c, d)","a = c = d = 1
        b = 2","a = c = d = 1
         b = 4

    elif n == 6:
        a = c = d = 1
        b = 3

    elif n%4 == 0:
        c = d = b = 2
        a = n-6

    elif n%4 == 1:
        d = 1
        c = 2
        a = 2
        b = n-5

    elif n%4 =="
"for _ in range(int(input())):
    n = int(input())

    if n == 4:
        a = b = c = d = 1

    elif n == 5:
        a = c = d = 1
        b = 2

    elif n == 6:
        {{completion}}

    elif n%4 == 0:
        c = d = b = 2
        a = n-6

    elif n%4 == 1:
        d = 1
        c = 2
        a = 2
        b = n-5

    elif n%4 == 2:
        d = 1
        c = 1
        a = (n-2)//2 - 1
        b = (n-2)//2 + 1

    else:
        d = 1
        c = 2
        b = 2
        a = n-5

    print(a, b, c, d)","a = c = d = 1
        b = 3","a = b = c = 2
         d = 1

    elif n == 7:
        a = b = 1
        c = d = 2

    elif n == 8:
        a = b = c = 2
        d = 2

    elif n == 9:
        a = b = 1
        c = d = 3

    elif n == 10:
        a = b = c = 2
       "
"t = int(input())
for _ in range(t):
    n = int(input())
    ans = []
    if n == 5:
        ans = [1, 2, 1, 1]
    elif n % 4 == 0:
        {{completion}}
    elif n % 2 == 0:
        ans = [(n - 2) // 2 - 1, (n - 2) // 2 + 1, 1, 1]
    else:
        a, c, d = 2, 2, 1
        b = n - a - c - d
        ans = [a, b, c, d]
    print(' '.join([str(a) for a in ans]))
",ans = [n // 4] * 4,"ans = [(n - 4) // 4 - 1, (n - 4) // 4 + 1, 1, 1]
    elif n % 2 == 0:
        ans = [(n - 2) // 2 - 1, (n - 2) // 2 + 1, 1, 1]
    else:
        a, c, d = 2, 2, 1
        b = n - a - c - d
        ans = [a, b, c"
"t = int(input())
for _ in range(t):
    n = int(input())
    ans = []
    if n == 5:
        ans = [1, 2, 1, 1]
    elif n % 4 == 0:
        ans = [n // 4] * 4
    elif n % 2 == 0:
        {{completion}}
    else:
        a, c, d = 2, 2, 1
        b = n - a - c - d
        ans = [a, b, c, d]
    print(' '.join([str(a) for a in ans]))
","ans = [(n - 2) // 2 - 1, (n - 2) // 2 + 1, 1, 1]","a, b, c, d = n // 2, n // 2, 1, 1
         ans = [a, b, c, d]
    else:
        a, c, d = 2, 2, 1
        b = n - a - c - d
        ans = [a, b, c, d]
    print(' '.join([str(a) for a in ans]))
</s>"
"for _ in range(int(input())):
    a=int(input())
    if a%4==0:
        print(a//4,a//4,a//4,a//4)
    else:
        if a%2==1:
            a1=(a-1)
            if a1%3==0:
                print(a1//3,a1//3,a1//3,1)
            elif a1%4!=0:
                {{completion}}
            elif a1%4==0:
                print(a1//4,a1//2,a1//4,1)
        else:
            a1=a-2
            print(a1//2-1,a1//2+1,1,1)
        
    ","a1=a-2
                print(a1//2,a1//2+1,1,1)","   print(a1//2-1,a1//2+1,1,1)
            else:
                print(a1//4,a1//4,a1//4,1)
        else:
            a1=a-2
            print(a1//2-1,a1//2+1,1,1)
</s>"
"for _ in range(int(input())):
    a=int(input())
    if a%4==0:
        print(a//4,a//4,a//4,a//4)
    else:
        if a%2==1:
            a1=(a-1)
            if a1%3==0:
                print(a1//3,a1//3,a1//3,1)
            elif a1%4!=0:
                a1=a-2
                print(a1//2,a1//2+1,1,1)
            elif a1%4==0:
                {{completion}}
        else:
            a1=a-2
            print(a1//2-1,a1//2+1,1,1)
        
    ","print(a1//4,a1//2,a1//4,1)","   print(a1//4,a1//4,a1//4,1)
        elif a%2==0:
            a1=a-2
            print(a1//2-1,a1//2+1,1,1)
        
</s>"
"t = int(input())
for test in range(t):
    a = []
    while len(a) != 8:
        s = input()
        if (len(s) == 8):
            a.append(s)
 
    x = 0
    y = 0
 
    for i in range(1, 7):
        for j in range(1, 7):
            if (a[i][j] == '#' and a[i-1][j+1] == '#' and a[i-1][j-1] == '#'):
                {{completion}}
    print(x + 1, y + 1)
 
    
 
    
","x = i
                y = j","   x = i
                    y = j
 
    print(x, y)
</s>"
"import sys
n = int(input())
a = [int(x)-1 for x in sys.stdin.readline().split()]
depth = [1]*n
best = [0]*n
for i in range(n-1, -1, -1):
    best[i] = max(best[i], depth[i])
    if i != 0:
        {{completion}}
print(best[0])
","parent = a[i-1]
        depth[parent] = max(depth[parent], 1 + depth[i])
        best[parent] += best[i]","best[a[i-1]] = max(best[a[i-1]], depth[i]+1)
    depth[a[i-1]] = max(depth[a[i-1]], depth[i]+1)
print(max(best))
</s>"
"mod = 998244353


def main():
    import sys
    input = sys.stdin.readline

    N = int(input())
    P = [0, 0] + list(map(int, input().split()))

    child = [[] for _ in range(N + 1)]
    for v in range(2, N+1):
        p = P[v]
        child[p].append(v)

    dp = [0] * (N + 1)
    dp2 = [0] * (N + 1)
    for v in range(N, 0, -1):
        if not child[v]:
            dp2[v] = 1
            dp[v] = 1
        else:
            S = 0
            D = 0
            for c in child[v]:
                {{completion}}
            dp2[v] = D + 1
            dp[v] = max(S, D + 1)
    print(dp[1])
    #print(dp, dp2)


if __name__ == '__main__':
    main()
","S += dp[c]
                D = max(D, dp2[c])","   S = max(S, dp2[c])
                    D = max(D, dp[c])
            dp2[v] = D + 1
            dp[v] = max(S, D + 1)
    print(dp[1])
    #print(dp, dp2)


if __name__ == '__main__':
    main()
<|mask:1|><|mask:0|>Complete the code in python to solve this programming problem:

Description"
"n=int(input())
a=[-1]+[int(o)-1 for o in input().split()]
f=[0]*n
dp=[0]*n
for i in range(n-1,0,-1):
  {{completion}}
for i in range(n-1,0,-1):
  dp[i]=max(dp[i],f[i]+1)
  dp[a[i]]+=dp[i]
print(max(dp[0],f[0]+1))","f[a[i]]=max(f[i]+1,f[a[i]])","dp[i]=max(dp[i],f[i]+1)
   dp[a[i]]+=dp[i]
print(max(dp[0],f[0]+1))
\end{code}

Comment: Please don't post code as images.

Comment: @JonathonReinhart I have edited the question.

Comment: Please don't post code as images.

Comment: @JonathonReinhart I have edited the question.

Answer: The problem is that you are using `dp[i"
"n=int(input())
a=[-1]+[int(o)-1 for o in input().split()]
f=[0]*n
dp=[0]*n
for i in range(n-1,0,-1):
  f[a[i]]=max(f[i]+1,f[a[i]])
for i in range(n-1,0,-1):
  {{completion}}
print(max(dp[0],f[0]+1))","dp[i]=max(dp[i],f[i]+1)
  dp[a[i]]+=dp[i]","dp[a[i]]=max(dp[a[i]],f[a[i]])
print(max(dp[0],f[0]+1))

























































































"
"I,G=input,range;n=int(I());p=[-1,0]+[*map(int,I().split())];h=[1]*(n+1);F=[0]*(n+1)
for i in G(n,1,-1):{{completion}}
for i in G(n,0,-1):F[i]=max(F[i],h[i]);F[p[i]]+=F[i]
print(F[1])","h[p[i]]=max(h[i]+1,h[p[i]])","F[i]=max(F[i],h[i]);F[p[i]]+=F[i]
print(F[1])






























































































"
"I,G=input,range;n=int(I());p=[-1,0]+[*map(int,I().split())];h=[1]*(n+1);F=[0]*(n+1)
for i in G(n,1,-1):h[p[i]]=max(h[i]+1,h[p[i]])
for i in G(n,0,-1):{{completion}}
print(F[1])","F[i]=max(F[i],h[i]);F[p[i]]+=F[i]","F[i]=max(F[i],h[i])
print(F[1])









































































































"
"n = int(input())
a = [*map(lambda x:int(x)-1,input().split())]
edge = [[] for _ in range(n)]
for i,p in enumerate(a,1): edge[p] += i,

dp = [[1,0] for _ in range(n)]
for r in range(n-1,-1,-1):
    for v in edge[r]: 
        {{completion}}
print(max(dp[0]))","k = max(dp[v])
        dp[r][1] += k
        dp[r][0] = max(dp[r][0],dp[v][0]+1)","ndp = [dp[v][0]+1,dp[v][1]+1]
        dp[r] = max(dp[r],ndp)

print(max(dp[0]))














































































"
