eval_prompt,ground_truth,model_output
"import sys

def solve():
	inp = sys.stdin.readline
	n, q = map(int, inp().split())
	r = [0] * n
	c = [0] * n
	rc = [0] * n
	cc = [0] * n
	for i in range(q):
		ii = iter(map(int, inp().split()))
		t = next(ii)
		if t <= 2:
			x, y = ii
			vv = 1 if t == 1 else -1
			x -= 1
			w = int(rc[x] > 0)
			rc[x] += vv
			v = int(rc[x] > 0) - w
			while x < n:
				r[x] += v
				x = (x | (x + 1))
			x = y - 1
			w = int(cc[x] > 0)
			cc[x] += vv
			v = int(cc[x] > 0) - w
			while x < n:
				c[x] += v
				x = (x | (x + 1))
		else:
			x1, y1, x2, y2 = ii
			v = 0
			x = x2 - 1
			while x >= 0:
				v += r[x]
				x = (x & (x + 1)) - 1
			x = x1 - 2
			while x >= 0:
				v -= r[x]
				x = (x & (x + 1)) - 1
			if {{completion}}
				print('Yes')
				continue
			v = 0
			x = y2 - 1
			while x >= 0:
				v += c[x]
				x = (x & (x + 1)) - 1
			x = y1 - 2
			while x >= 0:
				v -= c[x]
				x = (x & (x + 1)) - 1
			if v == y2 - y1 + 1:
				print('Yes')
			else:
				print('No')


def main():
	solve()


if __name__ == '__main__':
	main()
",v == x2 - x1 + 1:,x >= 0:
"import math
from collections import defaultdict, deque, Counter
from sys import stdin
inf = int(1e18)
input = stdin.readline

#fenwick Tree
#D V ARAVIND

def add(ft, i, v):
    while i < len(ft):
        ft[i] += v
        i += i&(-i)

def get(ft, i):
    s = 0
    while (i > 0):
        s = s + ft[i]
        i = i - (i &(-i))
    return(s)



for _ in range (1):
    n,q = map(int, input().split())
    ftr = [0 for i in range (n+1)]
    ftc = [0 for i in range (n+1)]
    visr = [0 for i in range (n+1)]
    visc = [0 for i in range (n+1)]
    for _ in range (q):
        a = [int(i) for i in input().split()]
        if a[0] == 1:
            if visr[a[1]] == 0:
                add(ftr, a[1], 1)
            visr[a[1]] += 1
            if visc[a[2]] == 0:
                add(ftc, a[2], 1)
            visc[a[2]] += 1
        elif a[0] == 2:
            if {{completion}}
                add(ftr, a[1], -1)
            visr[a[1]] -= 1
            if visc[a[2]] == 1:
                add(ftc, a[2], -1)
            visc[a[2]] -= 1
        else:
            sr = get(ftr, a[3]) - get(ftr, a[1]-1)
            sc = get(ftc, a[4]) - get(ftc, a[2]-1)
            if (sr == a[3] - a[1] + 1) or (sc == a[4]-a[2]+1):
                print(""YES"")
            else:
                print(""NO"")",visr[a[1]] == 1:,(sr == a[3] - a[1] + 1) or (sc == a[4]-a[2]+1):
"import math
from collections import defaultdict, deque, Counter
from sys import stdin
inf = int(1e18)
input = stdin.readline

#fenwick Tree
#D V ARAVIND

def add(ft, i, v):
    while i < len(ft):
        ft[i] += v
        i += i&(-i)

def get(ft, i):
    s = 0
    while (i > 0):
        s = s + ft[i]
        i = i - (i &(-i))
    return(s)



for _ in range (1):
    n,q = map(int, input().split())
    ftr = [0 for i in range (n+1)]
    ftc = [0 for i in range (n+1)]
    visr = [0 for i in range (n+1)]
    visc = [0 for i in range (n+1)]
    for _ in range (q):
        a = [int(i) for i in input().split()]
        if a[0] == 1:
            if visr[a[1]] == 0:
                add(ftr, a[1], 1)
            visr[a[1]] += 1
            if visc[a[2]] == 0:
                add(ftc, a[2], 1)
            visc[a[2]] += 1
        elif a[0] == 2:
            if visr[a[1]] == 1:
                add(ftr, a[1], -1)
            visr[a[1]] -= 1
            if visc[a[2]] == 1:
                add(ftc, a[2], -1)
            visc[a[2]] -= 1
        else:
            sr = get(ftr, a[3]) - get(ftr, a[1]-1)
            sc = get(ftc, a[4]) - get(ftc, a[2]-1)
            if {{completion}}
                print(""YES"")
            else:
                print(""NO"")",(sr == a[3] - a[1] + 1) or (sc == a[4]-a[2]+1):,visr[a[1]] == 1:
"import sys
def update(ind, val, tree, n):
    while ind <= n:
        tree[ind] += val
        ind += (ind & -ind)

def read(ind, tree):
    ans = 0
    while(ind > 0):
        ans += tree[ind]
        ind -= (ind & -ind)
    return ans

def query(l, r, tree):
    return read(r, tree) - read(l-1, tree)

n, q = map(int, sys.stdin.readline().split())
row = [0] * (n+1)
col = [0] * (n+1)
rtree = [0] * (n+1)
ctree = [0] * (n+1)
for i in range(q):
    inp = list(map(int, sys.stdin.readline().split()))
    t = inp[0]
    if t == 1:
        x = inp[1]
        y = inp[2]
        row[x] += 1
        col[y] += 1
        if row[x] == 1:
            update(x, 1, rtree, n)
        if col[y] == 1:
            update(y, 1, ctree, n)
    elif t == 2:
        x = inp[1]
        y = inp[2]
        row[x] -= 1
        col[y] -= 1
        if {{completion}}
            update(x, -1, rtree, n)
        if col[y] == 0:
            update(y, -1, ctree, n)
    else:
        x1 = inp[1]
        y1 = inp[2]
        x2 = inp[3]
        y2 = inp[4]
        flag1 = True
        flag2 = True;
        if query(x1, x2, rtree) < x2 - x1 + 1:
            flag1 = False
        if query(y1, y2, ctree) < y2 - y1 + 1:
            flag2 = False
        if flag1 or flag2:
            sys.stdout.write(""Yes\n"")
        else:
            sys.stdout.write(""No\n"")",row[x] == 0:,"query(x1, x2, rtree) < x2 - x1 + 1:"
"import sys
def update(ind, val, tree, n):
    while ind <= n:
        tree[ind] += val
        ind += (ind & -ind)

def read(ind, tree):
    ans = 0
    while(ind > 0):
        ans += tree[ind]
        ind -= (ind & -ind)
    return ans

def query(l, r, tree):
    return read(r, tree) - read(l-1, tree)

n, q = map(int, sys.stdin.readline().split())
row = [0] * (n+1)
col = [0] * (n+1)
rtree = [0] * (n+1)
ctree = [0] * (n+1)
for i in range(q):
    inp = list(map(int, sys.stdin.readline().split()))
    t = inp[0]
    if t == 1:
        x = inp[1]
        y = inp[2]
        row[x] += 1
        col[y] += 1
        if row[x] == 1:
            update(x, 1, rtree, n)
        if col[y] == 1:
            update(y, 1, ctree, n)
    elif t == 2:
        x = inp[1]
        y = inp[2]
        row[x] -= 1
        col[y] -= 1
        if row[x] == 0:
            update(x, -1, rtree, n)
        if col[y] == 0:
            update(y, -1, ctree, n)
    else:
        x1 = inp[1]
        y1 = inp[2]
        x2 = inp[3]
        y2 = inp[4]
        flag1 = True
        flag2 = True;
        if {{completion}}
            flag1 = False
        if query(y1, y2, ctree) < y2 - y1 + 1:
            flag2 = False
        if flag1 or flag2:
            sys.stdout.write(""Yes\n"")
        else:
            sys.stdout.write(""No\n"")","query(x1, x2, rtree) < x2 - x1 + 1:",row[x] == 0:
"import bisect
import collections
import heapq
import io
import math
import os
import sys

LO = 'abcdefghijklmnopqrstuvwxyz'
Mod = 1000000007

def gcd(x, y):
    while y:
        x, y = y, x % y
    return x

# _input = lambda: io.BytesIO(os.read(0, os.fstat(0).st_size)).readline().decode()
_input = lambda: sys.stdin.buffer.readline().strip().decode()

# for _ in range(int(_input())):
for _ in range(1):
    n, q = map(int, _input().split())
    a = [0] * (n + 1)
    b = [0] * (n + 1)
    x = [0] * (n + 1)
    y = [0] * (n + 1)
    for _ in range(q):
        o = list(map(int, _input().split()))
        if o[0] == 1:
            _, u, v = o
            a[u] += 1
            if a[u] == 1:
                while u <= n:
                    x[u] += 1
                    u += u & -u
            b[v] += 1
            if b[v] == 1:
                while v <= n:
                    y[v] += 1
                    v += v & -v
        elif o[0] == 2:
            _, u, v = o
            a[u] -= 1
            if a[u] == 0:
                while {{completion}}
                    x[u] -= 1
                    u += u & -u
            b[v] -= 1
            if b[v] == 0:
                while v <= n:
                    y[v] -= 1
                    v += v & -v
        else:
            _, u1, v1, u2, v2 = o
            c = 0
            u = u2
            while u > 0:
                c += x[u]
                u -= u & -u
            u = u1 - 1
            while u > 0:
                c -= x[u]
                u -= u & -u
            d = 0
            v = v2
            while v > 0:
                d += y[v]
                v -= v & -v
            v = v1 - 1
            while v > 0:
                d -= y[v]
                v -= v & -v
            print('Yes' if c >= u2 - u1 + 1 or d >= v2 - v1 + 1 else 'No')",u <= n:,c >= u2 - u1 + 1:
"f = open(0)
def R(): return map(int, next(f).split())


n, q = R()
d = {}
i = v = r = 0
for x in R():
    r += x
    i += 1
    d[i] = x
while q:
    q -= 1
    t, *x = R()
    if {{completion}}
        i, x = x
        r += x - d.get(i, v)
        d[i] = x
    else:
        d = {}
        v, = x
        r = v * n
    print(r)
",t & 1:,t == 2:
"inp = [list(map(int, l.split())) for l in open(0).read().splitlines()]
n, q = inp[0]
a = inp[1]
last = 0
step = [-1] * n
laststep = -2
tot = sum(a)
 
for i, b in enumerate(inp[2:]):
    if b[0] == 1:
        if {{completion}}
            tot += b[2] - a[b[1]-1] 
            a[b[1]-1] = b[2]
        else:
            tot += b[2] - last
            a[b[1]-1] = b[2]
        step[b[1]-1] = i
        print(tot)
    else:
        tot = b[1] * n
        last = b[1]
        laststep = i
        print(tot)",step[b[1]-1] > laststep:,step[b[1]-1]>laststep:
"from collections import defaultdict
import sys
input = sys.stdin.readline
n, q = map(int, input().split())
t = dict(enumerate(map(int, input().split())))
ans = sum(t.values())
for i in range(q):
    p = list(map(int, input().split()))
    if {{completion}}
        k = p[1]
        ans = n*p[1]
        t = defaultdict(lambda:k)
    else :
        ans += p[2] - t[p[1] - 1]
        t[p[1] - 1] = p[2]
    print(ans)",p[0] == 2:,p[1]>1:
"n,q = map(int, input().split(' '))
array = list(map(int, input().split(' ')))
d = {i:item for i,item in enumerate(array, start=1)}
tot = sum(array)
default = None
for _ in range(q):
    t, *a = map(int, input().split(' '))
    if t==1:
        i, x = a
        tot += (x-d.get(i, default))
        d[i] = x
    elif {{completion}}
        default, = a
        tot = default*n
        d = {}
    print(tot)
",t==2:,t & 1:
"f=open(0)
s=lambda:map(int,next(f).split())
n,tst=s()
arr={}
i=g=ans=0
for x in s():ans+=x;i+=1;arr[i]=x
while tst:
    tst-=1;t,*x=s()
    if {{completion}}i,x=x;ans+=x-arr.get(i,g);arr[i]=x
    else:arr={};g,=x;ans=g*n
    print(ans)
  ",t&1:,t & 1:
"n, q = list(map(int, input().split()))

a = list(map(int, input().split()))
x, c, s, b = 0, 0, sum(a), [1]*(n)

for i in range(q):
    k = list(map(int, input().split()))
    if k[0]==1:
        j = k[1]-1
        if {{completion}}
            s = s-a[j]+k[2]
        else:
            s = s-x+k[2]
            b[j] = c+1
        a[j] = k[2]
        print(s)
    else:
        c = c+1
        x = k[1]
        s = n*x
        print(s)
            
    
        ",b[j]>c:,k[0] == 1:
"f=open(0)        

n,q=map(int,next(f).split())
a = list(map(int,next(f).split()))
c = [-1]*n
X = 0
S = sum(a)
lst=-2

for idx in range(q):
    req = list(map(int,next(f).split()))

    if {{completion}}
        i = req[1]-1
        x = req[2]
        current = X if c[i]<lst else a[i]
        S += x - current
        a[i] = x
        c[i] = idx

    else:
        X = req[1]
        S = X * n
        lst = idx

    print(S)




                

            

            
            
            
            
                
        
        
        

",(req[0] == 1):,c[i]<lst:
"import sys, math
input = sys.stdin.readline

n, q = [int(x) for x in input().split()]
a = [int(x) for x in input().split()]
d = {}
for i in range(n):
    d[i + 1] = a[i]   
type2 = 0
for i in range(q):
    t = [int(x) for x in input().split()]
    if {{completion}}
        d[t[1]] = t[2]
    else:
        d.clear()
        type2 = t[1]
    print(type2*(n - len(d)) + sum(d.values()))",t[0] == 1:,t & 1:
"import sys

input = sys.stdin.readline


def solve():
    n, m, k = map(int, input().split())
    arr = list(map(int, input().split()))
    graph = [[] for _ in range(n)]
    for i in range(m):
        u, v = map(int, input().split())
        graph[u-1].append(v-1)

    lo, hi = min(arr), max(arr)+1
    while lo < hi:
        mid = lo + (hi-lo)//2
        dp = [0]*n
        degree = [0]*n
        cnt = 0
        for i in range(n):
            if arr[i] > mid:
                continue
            cnt += 1
            for nei in graph[i]:
                if arr[nei] > mid:
                    continue
                degree[nei] += 1

        stack = []
        nums = 0
        for i in range(n):
            if degree[i] == 0 and arr[i] <= mid:
                stack.append(i)
                nums += 1

        while stack:
            curr = stack.pop()
            for nei in graph[curr]:
                if arr[nei] > mid:
                    continue
                degree[nei] -= 1
                if {{completion}}
                    stack.append(nei)
                    dp[nei] = max(dp[nei], dp[curr] + 1)
                    nums += 1

        if nums != cnt or max(dp) >= k-1:
            hi = mid
        else:
            lo = mid + 1

    if lo == max(arr) + 1:
        return -1
    else:
        return lo


print(solve())",degree[nei] == 0:,degree[nei] <= 1 :
"import sys
from array import array
from collections import deque

input = lambda: sys.stdin.buffer.readline().decode().strip()
inp = lambda dtype: [dtype(x) for x in input().split()]
inp_2d = lambda dtype, n: [dtype(input()) for _ in range(n)]
inp_2ds = lambda dtype, n: [inp(dtype) for _ in range(n)]
ceil1 = lambda a, b: (a + b - 1) // b
debug = lambda *x: print(*x, file=sys.stderr)
out = array('i')


class graph:
    def __init__(self, n):
        self.n = n
        self.gdict = [array('i') for _ in range(n + 1)]
        self.deg = array('i', [0] * (n + 1))

    def add_uniedge(self, node1, node2):
        self.gdict[node1].append(node2)
        self.deg[node2] += 1

    def kahn(self):
        # enqueue all node with 0 in degree
        que, cnt = deque([(i, 0) for i in range(1, self.n + 1) if not self.deg[i]]), 0
        ret = 0

        while que:
            s, lev = que.popleft()
            ret = max(ret, lev)

            for i in self.gdict[s]:
                self.deg[i] -= 1
                if {{completion}}
                    que.append((i, lev + 1))

            cnt += 1
        return cnt != valids or ret >= k - 1


n, m, k = inp(int)
a = array('i', [0] + inp(int))
g = graph(n)

for i in range(m):
    u, v = inp(int)
    g.add_uniedge(u, v)

be, en, ans = min(a[1:]), 10 ** 9, -1
orgdeg = g.deg[:]

while be <= en:
    md, valids = (be + en) >> 1, n
    for i in range(1, n + 1):
        if a[i] > md:
            valids -= 1
            g.deg[i] = 10 ** 6

            for j in g.gdict[i]:
                g.deg[j] -= 1

    if g.kahn():
        en, ans = md - 1, md
    else:
        be = md + 1

    g.deg = orgdeg[:]

print(ans)
",a[i] <= md and not self.deg[i]:,g.deg[i] == 0:
"from sys import stdin, stdout


n, m, k = [int(x) for x in stdin.readline().split()]
a = [int(x) for x in stdin.readline().split()]
edges = {i:[] for i in range(n)}
for bar in range(m):
    u, v = [int(x)-1 for x in stdin.readline().split()]
    edges[u].append(v)

a_copy = list(set(a))
a_copy.sort()

def check(bound):
    heights = [0]*n
    expanded = [0]*n
    parents = [-1]*n
    for root in range(n):
        if a[root] <= bound and heights[root] == 0:
            stack = [root]

            while len(stack) > 0:
                if heights[stack[-1]] > 0:
                    v = stack.pop()
                    expanded[v] = 2
                    if parents[v] != -1:
                        heights[parents[v]] = max(heights[parents[v]], 1 + heights[v])
                        if heights[parents[v]] >= k:
                            return True
                else:
                    v = stack[-1]
                    heights[v] = 1
                    if heights[v] >= k:
                        return True
                    expanded[v] = 1
                    for w in edges[v]:
                        if a[w] <= bound:
                            if {{completion}}
                                return True

                            if heights[w] > 0:
                                heights[v] = max(heights[v], 1 + heights[w])
                                if heights[v] >= k:
                                    return True

                            else:
                                parents[w] = v
                                stack.append(w)

    return False

if not check(a_copy[-1]):
    stdout.write('-1\n')

else:
    upper = len(a_copy)-1
    lower = -1
    while upper - lower > 1:
        candidate = (upper+lower)//2
        if check(a_copy[candidate]):
            upper = candidate
        else:
            lower = candidate

    stdout.write(str(a_copy[upper])+'\n')
",expanded[w] == 1:,parents[w] = v
"import sys
input = sys.stdin.readline
n, m, k = list(map(int,input().split()))
arr = list(map(int,input().split()))

adj = [list() for _ in range(n)]
for i in range(m):
    u, v = list(map(int,input().split()))
    adj[u-1].append(v-1)
    
def dfs(u, vis, val, dist, group):
    
    vis[u] = True
    group[u] = 1
    for v in adj[u]:
        if arr[v] <= val :
            if group[v]:
                dist[u] = 10**18
                return True
            if not vis[v]:
                dfs(v, vis, val, dist, group)
                group[v] = 0
            dist[u] = max(dist[u], dist[v] + 1)
        if dist[u] >= k :
            return True
                

def ok(val):
    if k == 1:return True
    vis = [False] * n
    dist = [1] * n
    group = [0] * n
    for i in range(n):
        if arr[i] <= val and not vis[i]:
            stk = [i]
            while stk:
                u = stk.pop()
                if vis[u]:
                    for v in adj[u]:
                        if arr[v] <= val :
                            dist[u] = max(dist[u], dist[v] + 1)
                            if {{completion}}
                                return True
                            group[v] = 0
                    group[u] = 0
                    continue
                stk.append(u)
                group[u] = 1
                vis[u] = True
                for v in adj[u]:
                    if group[v]:
                        return True
                    if arr[v] <= val :
                        if not vis[v]:
                            stk.append(v)
            group[i] = 0
    return False
            


sor = sorted(arr)
l = 0
r = n - 1
while l <= r :
    mid = (l + r) // 2
    if ok(sor[mid]):
        r = mid - 1
    else:
        l = mid + 1
if l == n:
    print(-1)
else:
    print(sor[l]) ",dist[u] >= k :,group[v] == 0:
"import sys
input = sys.stdin.readline
n, m, k = list(map(int,input().split()))
arr = list(map(int,input().split()))

adj = [list() for _ in range(n)]
for i in range(m):
    u, v = list(map(int,input().split()))
    adj[u-1].append(v-1)
    
def dfs(u, vis, val, dist, group):
    
    vis[u] = True
    group[u] = 1
    for v in adj[u]:
        if arr[v] <= val :
            if group[v]:
                dist[u] = 10**18
                return True
            if not vis[v]:
                dfs(v, vis, val, dist, group)
                group[v] = 0
            dist[u] = max(dist[u], dist[v] + 1)
        if dist[u] >= k :
            return True
                

def ok(val):
    if k == 1:return True
    vis = [False] * n
    dist = [1] * n
    group = [0] * n
    for i in range(n):
        if arr[i] <= val and not vis[i]:
            stk = [i]
            while stk:
                u = stk.pop()
                if vis[u]:
                    for v in adj[u]:
                        if {{completion}}
                            dist[u] = max(dist[u], dist[v] + 1)
                            if dist[u] >= k :
                                return True
                            group[v] = 0
                    group[u] = 0
                    continue
                stk.append(u)
                group[u] = 1
                vis[u] = True
                for v in adj[u]:
                    if group[v]:
                        return True
                    if arr[v] <= val :
                        if not vis[v]:
                            stk.append(v)
            group[i] = 0
    return False
            


sor = sorted(arr)
l = 0
r = n - 1
while l <= r :
    mid = (l + r) // 2
    if ok(sor[mid]):
        r = mid - 1
    else:
        l = mid + 1
if l == n:
    print(-1)
else:
    print(sor[l]) ",arr[v] <= val :,group[v]:
"test = int(input())

for i in range(test):
    ans = ""B""
    cnt =0
    while cnt < 8 :
        t = input()
        if t.strip() != '':
            cnt +=1
            if {{completion}}
                ans = ""R""

    print(ans)            
    

    
        
    
    
    ","t == ""RRRRRRRR"":",t.strip()!= '':
"t=int(input())
for p in range(t):
    
    l=[]
    c=0
    a=['R','R','R','R','R','R','R','R']
    while(len(l)<8):
        s=input()
        if {{completion}}
            l.append([*s])
    for i in range(8):
        if l[i]==a:
            c=1
            break
    print(""B"" if c!=1 else ""R"")",len(s)==8:,l[i]==a:
"t=int(input())
for p in range(t):
    
    l=[]
    c=0
    a=['R','R','R','R','R','R','R','R']
    while(len(l)<8):
        s=input()
        if len(s)==8:
            l.append([*s])
    for i in range(8):
        if {{completion}}
            c=1
            break
    print(""B"" if c!=1 else ""R"")",l[i]==a:,len(s)==8:
"for _ in range(int(input())):
    l=[]
    ans=""B""
    while len(l)!=8:
        l.append(input())
        if {{completion}}
            l.pop()

    for row in l:
        if row.count('R')==8:
            ans='R'
            break

    print(ans)
        
    ",len(l[-1])<8:,row.count('R')==8:
"for _ in range(int(input())):
    l=[]
    ans=""B""
    while len(l)!=8:
        l.append(input())
        if len(l[-1])<8:
            l.pop()

    for row in l:
        if {{completion}}
            ans='R'
            break

    print(ans)
        
    ",row.count('R')==8:,len(l[-1])<8:
"from sys import stdin
n = int(input())
lines = stdin.read().split()
a = 0
for ele in range(n):
    for i in range(8):
        if {{completion}}
            print('R')
            break
    else:
        print('B')
    a+=8",lines[i+a].count('R') == 8:,lines[i + j].count('R') == 8:
"for _ in range(int(input())):
    met = []
    res = []
    judge = True
    i = 0
    while i <  8:
        tmp = input()
        met.append(tmp)
        if {{completion}}
            i += 1
        if tmp == ""R"" * 8 and judge:
            print(""R"")
            judge = False

    if judge:
        print(""B"")
#    for i in met:
#        print(i)",tmp != '':,"tmp == ""R"" * 8 and judge:"
"for _ in range(int(input())):
    met = []
    res = []
    judge = True
    i = 0
    while i <  8:
        tmp = input()
        met.append(tmp)
        if tmp != '':
            i += 1
        if {{completion}}
            print(""R"")
            judge = False

    if judge:
        print(""B"")
#    for i in met:
#        print(i)","tmp == ""R"" * 8 and judge:",tmp!= '':
"n = int(input())
for i in range(n) :
    b = []
    j = 0
    while(j<8) :
        a = input()
        if(a != '') :
            b.append(a)
            j += 1
    key = 0
    for j in range(8) :
        ok = True
        for k in range(8) :
            if{{completion}}
                ok = False
        if(ok) :
            key = 1
            print(""R"")
            break
    if(not key) :
        print(""B"")
                
    
        
",(b[j][k] != 'R') :,(a!= '') :
"from sys import stdin

t = int(input())

lines = stdin.read().split()
j = 0
for num in range(t):
    for i in range(8):
        if {{completion}}
            print('R')
            break
    else:
        print('B')
    j += 8",lines[i + j].count('R') == 8:,lines[i+j].count('R') == 8:
"t = int(input())

for _ in range(t):
     count = 0
     grid = []
     while count < 8:
        n = input()
        if len(n) != 0:
            count+=1
            grid.append(n)
     ans = False
     for i in range(8):
        x = False
        for j in range(8):
            if {{completion}}
                x = True
        if not x:
            print('R')
            ans = True
            break
     if not ans:
        print('B')


",grid[i][j]!='R':,grid[i][j]=='R':
"n = int(input())
for i in range(n) :
    b = []
    j = 0
    key = '.'
    while(j<8) :
        a = input()
        if{{completion}}
            b.append(a)
            j += 1
    for j in range(8) :
        if(len(set(b[j])) == 1 and b[j][0] == 'R') :
           key = 'R'
           break
    if(key!= 'R') :
        key = 'B'
    print(key)
",(a != '') :,(len(set(b[j])) == 1 and b[j][0] == 'R') :
"n = int(input())
for i in range(n) :
    b = []
    j = 0
    key = '.'
    while(j<8) :
        a = input()
        if(a != '') :
            b.append(a)
            j += 1
    for j in range(8) :
        if{{completion}}
           key = 'R'
           break
    if(key!= 'R') :
        key = 'B'
    print(key)
",(len(set(b[j])) == 1 and b[j][0] == 'R') :,(b[j][k]!= 'B') :
"import sys

inp = sys.stdin.read().split()[::-1]
out = []

def compress(s):
    lst = None
    ret = []
    for c in s:
        if {{completion}}
            ret.append(0)
            lst = c        
        ret[-1] += 1
    return ret

def transform(lns):
    st = []
    s = 0
    for l in lns:
        st.append(s)
        s += l
    return st

def tc(n, txt, patt):
    if txt == patt: 
        out.append(0)
        return
    if txt[0] != patt[0] or txt[-1] != patt[-1]:
        out.append(-1)
        return
    A = compress(txt)
    B = compress(patt)
    if len(A) != len(B): 
        out.append(-1)
        return
    A = transform(A)
    B = transform(B)
    ans = 0
    for a, b in zip(A, B):
        ans += abs(a - b)
    out.append(ans)

for _ in range(int(inp.pop())):
    n = int(inp.pop())
    txt = inp.pop()
    patt = inp.pop()
    tc(n, txt, patt)

print('\n'.join(map(str, out)))",lst != c:,abs(a - b) <= 1:
