eval_prompt,ground_truth,model_output
for g in[*open(0)][1:]:{{completion}},"a,b,c=map(int,g.split());print(""SFeicrosntd""[a+c%2>b::2])","x, y, z = map(int, g.split())
    print('SFeicrosntd'[x > y - z % 2::2])"
for sss in[*open(0)][1:]:{{completion}},"d,f,c=map(int,sss.split());print('SFeicrosntd'[d>f-c%2::2])","a,b,c=map(int,sss.split());print(""SFeicrosntd""[a+c%2>b::2])"
"import sys
input = sys.stdin.readline

# from math import gcd, isqrt
# import bisect #-->For bisect.bisect_left=lower_bound and bisect_right=upper_bound)

t = 1
t = int(input())
for _ in range(t):
    n = int(input())
    m1 = []
    mi = 9999999999
    for i in range(n):
        {{completion}}
    m1.sort()
    ans = mi + sum(m1) - m1[0]
    print(ans)","m = int(input())
        l = sorted(list(map(int, input().split())))
        m1.append(l[1])
        mi = min(mi, l[0])","m = int(input())
        b = list(map(int,input().split()))
        b.sort()
        diff = b[1]-b[0]
        ans += b[1]
        temp = min(b[1], temp)
        temp2 = min(b[0], temp2)"
"import sys 
input = sys.stdin.buffer.readline 

def process(A):
    n = len(A)
    if n==1:
        answer = min(A[0])
    else:
        L0 = []
        L1 = []
        for row in A:
            {{completion}}
        answer = sum(L1)-min(L1)+min(L0)
    
    sys.stdout.write(f'{answer}\n')
    
t = int(input())
for i in range(t):
    n = int(input())
    A = []
    for j in range(n):
        m = int(input())
        row = [int(x) for x in input().split()]
        A.append(row)
    process(A)
    ","row.sort()
            L0.append(row[0])
            L1.append(row[1])","m = int(input())
        b = list(map(int,input().split()))
        b.sort()
        diff = b[1]-b[0]
        ans += b[1]
        temp = min(b[1], temp)
        temp2 = min(b[0], temp2)"
"import sys
#from bisect import bisect_right as br
#from collections import Counter
input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    temp = int(1e9)
    temp2 = int(1e9)
    ans = 0
    for z in range(n):
        {{completion}}
    print(ans-temp+temp2)","m = int(input())
        b = list(map(int,input().split()))
        b.sort()
        diff = b[1]-b[0]
        ans += b[1]
        temp = min(b[1], temp)
        temp2 = min(b[0], temp2)","row.sort()
            temp = min(temp, row[0])
            temp2 = min(temp2, row[1])"
"for n in[*map(int,open(0))][1:]:{{completion}}
",k=int((2*n+1)**.5);print((n*(4*n*n-6*n-10)-k*(2*k*k+3*k-8))//12+n*k),"def f(n):
    return n*(4*n*n-6*n-10)
def g(n):
    return (n*(n+1)*(2*n+1))//6
def h(n):
    return (n*(n+1)*(2*n+1)*(3*n+1))//24
def i(n):
    return (n*(n+1)*(2*n+1)*(3*n+1)*(4*n+1))//120
def j"
"for i in[*map(int,open(0))][1:]:
    {{completion}}
","j=int((2*i+1)**.5);
    print((i*(4*i*i-6*i-10)-j*(2*j*j+3*j-8))//12+i*j)",
"input_data = [*map(int, open(0))][1:]

for n in input_data:
    {{completion}}
","k = int((2 * n + 1) ** 0.5)
    result = (n * (4 * n * n - 6 * n - 10) - k * (2 * k * k + 3 * k - 8)) // 12 + n * k
    print(result)",k=int((2*n+1)**.5);print((n*(4*n*n-6*n-10)-k*(2*k*k+3*k-8))//12+n*k)
"input_lines = [*open(0)][2::2]

for line in input_lines:
    {{completion}}
","values = [*map(int, line.split())]
    result = max(0, min((y - x + 2) >> 1 for x, y in zip(values, values[1:])))
    print(result)","n = int(input())
a = list(map(int, input().split()))
m = 10**9
for i in range(n-1):
    if a[i] > a[i+1]:
        m = min(m, a[i+1] - a[i])
print(m//2+1)"
"for _ in range(int(input())):
    n=int(input())
    a=list(map(int,input().split()))
    m=10**9
    for i in range(n-1):
        if a[i]>a[i+1]:
            {{completion}}
        m=min(m,a[i+1]-a[i])
    print(m//2+1)
","m=-1
            break","for _ in range(int(input())):
    n=int(input())
    a=list(map(int,input().split()))
    m=10**9
    for i in range(n-1):
        if a[i]>a[i+1]:
            a[i+1]-=a[i]
            a[i]+=m
        m=min(m,a[i+1]-a[i])
    print(m//2+1)"
"import sys

T = int(sys.stdin.readline())

for _ in range(T):
    n = int(sys.stdin.readline())
    nums = list(map(int, sys.stdin.readline().split()))
    
    diff = float('inf')
    sorted = True
    for i in range(n):
        if i > 0:
            {{completion}}
    
    if not sorted:
        print(0)
        continue
    
    print(diff//2 + 1)
","diff = min(nums[i] - nums[i - 1], diff)
            sorted &= nums[i] >= nums[i - 1]","if sorted:
    diff = 0"
"for s in[*open(0)][1:]:
 n=i=j=len(a:=[0,*map(int,s[:-1])]);c=0
 while i:{{completion}}
 print(''.join(map(str,a[:j])).lstrip('0')+'0'*(n-j))","i-=1;a[i]+=c;j=(j,i)[c:=a[i]>4]","a[i]=0
while i and a[i-1]>=5:
 i-=1
a[i]+=1
while i<j and a[i]==9:
 i+=1
if i<j:
 a[i]+=1
else:
 a[0]=1
i=jReplace the ""# TODO: Your code here"" in the code above with the appropriate block. Provide only the replaced block."
"for _ in range(int(input())):
	s = input();n = len(s);p = 0;lst = -1
	for i in range(n - 1, -1, -1):
		if int(s[i]) + p >= 5:p = 1;lst = i
		else:{{completion}}
	if lst > -1:
		if lst == 0:print('1' + ('0' * n))
		else:print(s[: lst - 1] + str(int(s[lst - 1]) + 1) + ('0' * (n - lst)))
	else:print(s)",p = 0,"if lst > -1:
	if lst == 0:print('1' + ('0' * n))
	else:print(s[: lst - 1] + str(int(s[lst - 1]) + 1) + ('0' * (n - lst)))
else:print(s)"
"def f(s):
    n = len(s)
    pre4 = -1
    for i in range(n):
        if int(s[i])>=5:
            if i==0:
                return '1'+('0'*n)
            else:
                curr = i-1
                while(curr >=0 and s[curr]=='4'):
                    curr -= 1
 
                if curr==-1:
                    return '1'+('0'*n)
                else:
                    {{completion}}
    return s
 
                
tc = int(input())
while tc > 0:
    s = input()
    print(f(s))
    tc = tc-1","digit = int(s[curr])
                    return s[:curr]+str(digit+1)+('0'*(n-1-curr))","i-=1;a[i]+=c;j=(j,i)[c:=a[i]>4]"
"# O(n*m*k)

import sys
input = sys.stdin.buffer.readline

n, m, k = map(int, input().split())

a = [[0]*n for _ in range(m)]
for i in range(n):
    row = list(map(int, input().split()))
    for j in range(m):
        a[j][i] = row[j]

for i in range(m):
    a[i].sort(reverse=True)

dp = [[-1e18]*n for _ in range(k)]
for i in range(k):
    dp[i][0] = a[0+i][0]

for i in range(m-k):
    dp2 = [[-1e18] * n for _ in range(k)]
    mx = -1e18  # Prefix max to remove O(k) factor
    for j in range(k):
        for z in range(n):
            mx = max(mx, dp[j][z])
            if j and z != n-1:
                {{completion}}
        dp2[j][0] = max(dp2[j][0], mx + a[i+1+j][0])

    dp = dp2

ans = 0
for j in range(k):
    for z in range(n):
        ans = max(ans, dp[j][z])

print(ans)
","dp2[j-1][z+1] = max(dp2[j-1][z+1], dp[j][z] + a[i+1+j-1][z+1])","dp2[j][z] = max(dp2[j][z], mx + a[i+1+j][z])"
"import sys
input = sys.stdin.readline 

from math import isqrt

t = 1 
t = int(input())
for i in range(t):
    {{completion}}","n = int(input())
    val = (1 + isqrt(1 + 8*n)) // 2
    ans = val + max(0, n - ((val)*(val-1)//2))
    print(ans)",r = mid -1
"#import sys
#input = sys.stdin.readline
#print = sys.stdout.write
 
tm = int(input())
ans = ['']*tm
for t in range(tm):
    n = int(input())
    if n <= 1:
        {{completion}}
    res = int((2*n + 0.25)**0.5 + 0.500001)
    if n - res*(res - 1)//2 < 0:
        res -= 1
    res += n - res*(res - 1)//2
    ans[t] = str(res)
print('\n'.join(ans))","ans[t] = '2'
        continue","n = int(input())
    val = (1 + isqrt(1 + 8*n)) // 2
    ans = val + max(0, n - ((val)*(val-1)//2))
    print(ans)"
"import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    l = 1
    r = 10**10+2
    while l < r:
        mid = (l+r+1)//2
        if mid *(mid-1)//2 <= n:
            l = mid
        else:
            {{completion}}
    # print(l) 
    print(l +n- l * (l-1)//2)


for _ in range(int(input())):
    solve()",r = mid -1,"n = int(input())
    val = (1 + isqrt(1 + 8*n)) // 2
    ans = val + max(0, n - ((val)*(val-1)//2))
    print(ans)"
"# https://codeforces.com/contest/1864

import sys

input = lambda: sys.stdin.readline().rstrip()  # faster!


def solve_case():
    n = int(input())
    m = [input() for _ in range(n)]

    ans = 0

    diag_inc = [0] * (2 * n)
    diag_dec = [0] * (3 * n)
    changed = [0] * n

    for r in range(n):

        changed[0] = 0
        for i in range(r + 1):
            changed[0] ^= diag_inc[i]
        for c in range(1, n):
            changed[c] = changed[c - 1] ^ diag_inc[r + c] ^ diag_dec[r - c + n]

        for c in range(n):
            if changed[c] != int(m[r][c] == ""1""):
                {{completion}}

    print(ans)


for _ in range(int(input())):
    solve_case()
","ans += 1
                diag_inc[r + c] ^= 1
                diag_dec[r - c - 1 + n] ^= 1","ans += 1
                diag_inc[i] ^= 1
                diag_dec[r - c + n] ^= 1"
"import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    left, right = [0] * (n + 1), [0] * (n + 1)
    ans = 0
    for i in range(n):
        s = input()
        vals = [0] * (n + 1)
        last = left[0]
        for j in range(1, n):
            left[j - 1] = left[j]
        left[0] ^= last
        left[n - 1] = 0
        for j in range(n - 2, -1, -1):
            right[j + 1] = right[j]
        for j in range(n):
            vals[j] ^= left[j] ^ right[j] ^ (vals[j - 1] if j else 0)
        for j in range(n):
            if int(s[j]) ^ (vals[j] & 1):
                {{completion}}
    print(ans)
","ans += 1
                left[j] ^= 1
                right[j + 1] ^= 1","ans += 1
                left[j - 1] ^= 1
                right[j + 1] ^= 1"
"MOD = 998244353
N, K = map(int, input().split())
ans, roll1, roll2 = 1, 1, 1
for l in range(1, N+1):
    if K+1-l == 0: {{completion}}
    curr = (MOD + pow(l+1, K+1-l, MOD) - pow(l, K+1-l, MOD)) % MOD
    roll1 = (roll1 * l) % MOD
    roll2 = (roll2 * (N+1-l)) % MOD
    ans = (ans + curr*roll1*roll2) % MOD

print(ans)
",break,break
"mod = 998244353
fact = [1]*200001
for i in range(1,200001):
    {{completion}}
invfact = [pow(f,-1,mod) for f in fact]

n,k = map(int,input().split())
ans = 1
for x in range(1,min(n+1,k+1)):
    add = pow(x+1,k-x+1,mod) - pow(x,k-x+1,mod)
    add = (add*fact[x])%mod
    add = (add*fact[n])%mod
    add = (add*invfact[n-x])%mod
    ans = (ans+add)%mod
print(ans)
",fact[i]= (fact[i-1]*i)%mod,break
"MOD = 998244353
N, K = map(int, input().split())
ans, roll1, roll2 = 1, 1, 1
for l in range(1, N+1):
    if K+1-l == 0: {{completion}}
    curr = (MOD + pow(l+1, K+1-l, MOD) - pow(l, K+1-l, MOD)) % MOD
    roll1 = (roll1 * l) % MOD
    roll2 = (roll2 * (N+1-l)) % MOD
    ans = (ans + curr*roll1*roll2) % MOD

print(ans)",break,break
"import sys
input = sys.stdin.readline
o = lambda: map(int, input().split())
 
for _ in range(int(input())):
    h,c = o()
    grid = []
    for _ in range(h):
        grid.append(list(input().strip()))
    ans = []
    e = {0:""W"",1:""B""}
    flag = True
    t = 0
    for i in range(h):
        for j in range(c):
            if grid[i][j] == ""U"":
                grid[i][j] = e[t]
                grid[i+1][j] = e[(t+1)%2]
                t = (t+1) % 2
        if t:
            flag = False
            break
    if flag:
        for j in range(c):
            for i in range(h):
                if grid[i][j] == ""L"":
                    {{completion}}
            if t:
                flag = False
                break
        if flag:
            for row in grid:
                print("""".join(row))
        else:
            print(-1)
    else:
        print(-1)","grid[i][j] = e[t]
                    grid[i][j+1] = e[(t + 1) % 2]
                    t = (t + 1) % 2","grid[i][j] = e[t]
                grid[i+1][j] = e[(t+1)%2]
                t = (t+1) % 2"
"import sys
input = sys.stdin.readline

t=int(input())
for tests in range(t):
    n,m=map(int,input().split())
    MAP=[input().strip() for i in range(n)]

    ANS=[["".""]*m for i in range(n)]

    flag=1

    for i in range(n-1):
        count=0
        for j in range(m):
            if MAP[i][j]==""U"":
                if count==0:
                    ANS[i][j]=""W""
                    ANS[i+1][j]=""B""
                else:
                    {{completion}}

                count^=1

        if count!=0:
            flag=0

    for i in range(m-1):
        count=0
        for j in range(n):
            if MAP[j][i]==""L"":
                if count==0:
                    ANS[j][i]=""W""
                    ANS[j][i+1]=""B""
                else:
                    ANS[j][i]=""B""
                    ANS[j][i+1]=""W""

                count^=1

        if count!=0:
            flag=0

    if flag==1:
        for i in range(n):
            print("""".join(ANS[i]))
    else:
        print(-1)
            
","ANS[i][j]=""B""
                    ANS[i+1][j]=""W""","ANS[i][j]=""W""
                    ANS[i+1][j]=""B"""
"import sys
input = sys.stdin.readline

def readList():
    return list(map(int, input().split()))
def readInt():
    return int(input())
def readInts():
    return map(int, input().split())
def readStr():
    return input().strip()

# BF, EC, DB, CC, CL
def solve():
    n, m = readInts()
    arr = [readStr() for _ in range(n)]
    ans = [["".""] * m for _ in range(n)]

    for i in range(n):
        curr = 0
        for j in range(m):
            if arr[i][j] == ""U"":
                {{completion}}
        if curr:
            return -1

    for j in range(m):
        curr = 0
        for i in range(n):
            if arr[i][j] == ""L"":
                ans[i][j] = ""W"" if not curr else ""B""
                ans[i][j+1] = ""W"" if curr else ""B""
                curr ^= 1
        if curr:
            return -1
    return ""\n"".join(["""".join(each) for each in ans])


for _ in range(int(input())):
    print(solve())
","ans[i][j] = ""W"" if not curr else ""B""
                ans[i+1][j] = ""W"" if curr else ""B""
                curr ^= 1","ans[i][j] = ""W"" if not curr else ""B""
                ans[i][j+1] = ""W"" if curr else ""B""
                curr ^= 1"
"n=int(input())
aa=[abs(int(i)) for i in input().split()]
if 0 in aa:
    print(0)
else:
    {{completion}}
",print(abs(min(aa))),print(sum(aa)-1)
"import sys
input=sys.stdin.readline
for i in range(int(input())):
    n,k=map(int,input().split())
    a=[*map(int,input().split())]
    f,c=1,-1
    if k==1:
        if a!=list(range(1,n+1)):f=0
    else:
        for i in range(n):
            s,p,t,l=a[i],i,[],0
            while s>0:
                {{completion}}
            if s==c and (l<k or t[-k]!=p):f=0;break
            c-=1
    if f:print('YES')
    else:print('NO')","t.append(p)
                l+=1
                a[p]=c
                s,p=a[s-1],s-1",l.append(s)
"import sys
input=sys.stdin.buffer.readline
def rl():
    return list(map(int,input().split()))
def ri():
    return int(input())
def rs():
    return input()
def rm():
    return map(int,input().split())

def main():
    n,k=rm()
    b=rl()
    for i in range(n): b[i]-=1
    if k==1:
        for i in range(n):
            if b[i]!=i: {{completion}}
        return 'YES'
    v=set()
    for i in range(n):
        nxt=i
        cnt=0
        d={}
        while nxt not in v:
            d[nxt]=cnt
            v.add(nxt)
            cnt+=1
            nxt=b[nxt] 
        if nxt not in d.keys(): continue
        if cnt-d[nxt]!=k: return 'NO'
    return 'YES'

t=ri()
for i in range(t):
    print(main())",return 'NO',"nxt=b[nxt]
            cnt+=1"
"import sys;input=sys.stdin.readline;R=lambda:list(map(int,input().split()))
for _ in range(int(input())):
    n,k=R()
    b=[0]+R()
    if k==1:
        if b!=[i for i in range(n+1)]: print('No')
        else: {{completion}}
        continue
    vs=[0]*(n+1)
    val=[0]*(n+1)
    turn=[0]*(n+1)
    for i in b[1:]:
        t=i
        if vs[t]: continue
        cnt=0
        while not vs[t]:
            turn[t]=i
            vs[t]=1
            val[t]=cnt
            cnt+=1
            t=b[t]
        if turn[t]==turn[i] and cnt-val[t]!=k: print('No'); break
    else: print('Yes')
            
            
        

    
'''
2
10 2
5 1 2 5 4 8 3 10 4 8
10 6
6 7 7 8 1 3 9 1 8 2
'''
",print('Yes'),"t.append(p)
                l+=1
                a[p]=c
                s,p=a[s-1],s-1"
"I=input
for _ in[0]*int(I()):
 n,a,q=map(int,I().split());k=l=m=0
 for x in I():
  if'+'<x:k+=1
  else:{{completion}}
 print(('YES','MAYBE','NO')[(m<n-a)+(l<n-a)])
",m+=1;l+=k<1;k-=k>0,k-=1
"t = int(input())
for i in range(t):
    n, a, q = [int(i) for i in input().split()]
    s = input()
    k = a
    p = a
    flag = True
    for sign in s:
        if k == n:
            print(""YES"")
            flag = False
            break
        if sign == '+':
            k += 1
            p += 1
        else:
            {{completion}}
        if k == n:
            print(""YES"")
            flag = False
            break
    if flag:
        if p < n:
            print(""NO"")
        else:
            print(""MAYBE"")

",k -= 1,"k += 1
p += 1"
"t = int(input())
for _ in range(0, t):
    n, a, q = map(int, input().split())
    ar = input()
    z = len(ar)
    result = ""MAYBE""
    c=0

    if n == a:
        result = ""YES""
    elif a + ar.count(""+"") < n:
        result = ""NO""
    else:
        for i in ar:
            if i == ""+"":
                c += 1
            else:
                {{completion}}
            if c + a == n:
                result = ""YES""
                break
    print(result)",c -= 1,"c += 1
if c + a == n:
    result = ""YES""
    break"
for a in[*open(0)][1:]:{{completion}},"print('YNEOS'[sum(sorted(map(int,a[::2]))[1:])<10::2])",print('NO')
"for _ in range (int(input())):
    a,b,c = map(int,input().split())
    if a+b >= 10 or b+c  >= 10 or c+a >= 10: print(""YES"")
    else: {{completion}}","print(""NO"")","print(""NO"")"
"a = int(input())
for i in range(a):
    b = list(map(int,input().split()))
    b.sort()
    if b[2]+b[1]>=10:
        print('YES')
    else:
        {{completion}}",print('NO'),print('NO')
"import sys
input = sys.stdin.readline

# import time
# from collections import defaultdict
# t = int(time.time())
# m = defaultdict(int)
# m[key ^ t] += 1


def check_case():
    n = int(input().strip())
    s = input().strip()
    misses = 0
    for i in range(n // 2):
        if s[i] != s[n - 1 - i]:
            {{completion}}
    result = [""0""] * (n + 1)
    for i in range(misses, n + 1 - misses, 2 - n % 2):
        result[i] = ""1""
    print("""".join(result))



ncases = int(input())
for case in range(ncases):
    check_case()

",misses += 1,misses += 1
"from math import ceil
from sys import stdin, stdout
for t in range(int(stdin.buffer.readline().decode())):
    n = int(stdin.buffer.readline().decode())
    s = stdin.buffer.readline().decode()
    coin = 0
    diff = 0
    a = 0
    ans = ['1']*(n+1)
    for i in range(0, ceil(n//2)):
        if s[i] == s[n-1-i]:
            coin += 1
        else:
            diff += 1
    if n % 2:
        a = 1
    for j in range(0, n + 1):
        num = j - diff
        if num > 2 * coin + a or j < diff:
            ans[j] = '0'
        else:
            if num % 2 == a or num % 2 == 0:
                ans[j] = '1'
            else:
                {{completion}}
    stdout.write(''.join(map(str, ans)))
    stdout.write('\n')",ans[j] = '0',num = j - diff
"from sys import stdin
input = stdin.readline

for _ in range(int(input())):
    n=int(input())
    s=input()
    one=s.count('1')
    c=0
    for i in range(n//2):
        if s[i]!=s[n-i-1]:
            {{completion}}
    ans=['0']*(n+1)
    for i in range(n+1):
        if i>=c and (n-i)>=c and(n%2 or (i-c)%2==0):
            ans[i]='1'
    print(''.join(ans))
        
    
    
            
   
   

    
        
        
  
    ",c+=1,")
    misses += 1"
"import sys
input = sys.stdin.readline
for _ in range(int(input())):
  n,m = [int(x) for x in input().split()]
  a = [int(x) for x in input().split()]
  b = [int(x) for x in input().split()]

  full_b = 0
  for v in b: {{completion}}

  a0 = 0
  a1 = 0
  for v in a:
    a0 ^= v
    a1 ^= v | full_b
  print(min(a0, a1), max(a0, a1))",full_b |= v,full_b |= v
"#!/usr/local/bin/python3

import sys
input = sys.stdin.readline

def ri(): return int(input())
def rl(v_type=int): return list(map(v_type, input().split()))
def rs(): return input().rstrip()
def out(x, sep=' '): return sep.join(map(str, x))


def solve_case():
    n, m = rl()
    A = rl()
    B = rl()
    all_or = 0
    for b in B:
        {{completion}}
    x = y = 0
    for a in A:
        x ^= a
        y ^= (a | all_or)
    return out([min(x, y), max(x, y)])


if __name__ == '__main__':
    T = int(input())
    ret = [solve_case() for ti in range(1, T + 1)]
    print(out(ret, '\n'))
",all_or |= b,all_or |= b
"import sys, os
input = sys.stdin.buffer.readline
for _ in range(int(input())):
    lena, lenb = map(int, input().split())
    a = tuple(map(int, input().split()))
    b = tuple(map(int, input().split()))
    default = 0
    for i in a:
        default ^= i
    currentmin, currentmax = default, default
    if lena % 2:
        for i in range(lenb):
            local = default | b[i]
            currentmin = min(local, currentmin)
            currentmax |= b[i]
    else:
        for i in range(lenb):
            {{completion}}
    print(currentmin, currentmax)
","local = default & (~b[i])
            currentmin &= ~b[i]
            currentmax = max(local, currentmax)",)
"n, m = [int(x) for x in input().split()]
dyn = [[0]*(m+1) for i in range(n+1)]

for k in range(2, n+1):
    for l in range(k, m+1-n+k):
        {{completion}}

print(n + 2*dyn[n][m])","amin = l//k
        amax = max(amin, min((m-k+1)//(n-k+1), l-k+1))
        dyn[k][l] = min([dyn[k-1][l-a]+(l-a)/a for a in range(amin, amax+1)])","amin = l//k
        amax = max(amin, min((m-k+1)//(n-k+1), l-k+1))
        dyn[k][l] = min([dyn[k-1][l-a]+(l-a)/a for a in range(amin, amax+1)])"
"n, m = [int(x) for x in input().split()]
dp = [[0]*(m+1) for i in range(n+1)]
 
for k in range(2, n+1):
    for l in range(k, m+1-n+k):
        {{completion}}
 
print(n + 2*dp[n][m])","mini = l//k
        maxi = max(mini, min((m-k+1)//(n-k+1), l-k+1))
        dp[k][l] = min([dp[k-1][l-a]+(l-a)/a for a in range(mini, maxi+1)])","for k in range(2, n+1):
    for l in range(k, m+1-n+k):
        amin = l//k
        amax = max(amin, min((m-k+1)//(n-k+1), l-k+1))
        dp[k][l] = min([dp[k-1][l-a]+(l-a)/a for a in range(amin, amax+1)])"
"n, m = [int(x) for x in input().split()]
dyn = [[0]*(m+1) for i in range(n+1)]

for k in range(2, n+1):
    for l in range(k, m+1-n+k):
        {{completion}}

print(n + 2*dyn[n][m])
","amin = l//k
        amax = max(amin, min((m-k+1)//(n-k+1), l-k+1))
        dyn[k][l] = min([dyn[k-1][l-a]+(l-a)/a for a in range(amin, amax+1)])","amin = l//k
        amax = max(amin, min((m-k+1)//(n-k+1), l-k+1))
        dyn[k][l] = min([dyn[k-1][l-a]+(l-a)/a for a in range(amin, amax+1)])"
"
import sys
print2 = print
input = sys.stdin.readline
print = sys.stdout.write



t = int(input())


for _ in range(t):
    n, k = map(int, input().split())

    a = list(map(int, input().split()))
    seen = set(a)

    l = 0
    r = n - 1
    for i in range(1, k+1):
        if i not in seen:
            {{completion}}
        while a[l] < i:
            l+=1

        while a[r] < i:
            r-=1

        w = r - l + 1
        print(f""{w+w} "")
    print(""\n"")

","print(""0 "")
            continue",l+=1
"ans = []
for _ in range(int(input())):
    n, k = list(map(int, input().split()))
    a = list(map(int, input().split()))

    left, right = 1, n
    ns = []
    ns_clear = [0 for _ in range(k)]
    for i in range(1, k+1):
        while a[left-1] < i and left < right:
            {{completion}} 
        while a[right-1] < i and right > left:
            right -= 1 
        ns.append(2*(right-left+1))

    for elem in a:
        ns_clear[elem-1] = ns[elem-1]

    ans.append(ns_clear)

for ns in ans:
    print(' '.join(map(str, ns)))",left += 1,left += 1
"I=input
for _ in[0]*int(I()):
 i=0
 for s in zip(*(I()for _ in[0]*int(I().split()[0]))):{{completion}}
 print('YNEOS'[i<4::2])",i+=i<4and'vika'[i]in s,"i+=1
print('YNEOS'[i<4::2])"
"for _ in range(int(input())):
    n, lenght = map(int, input().split())
    arr = []
    word = ""vika""
    bi = 0
    for i in range(n):
        arr.append(list(input()))
    
    for j in range(lenght):
        for i in range(n):
            if arr[i][j] == word[bi]:
                {{completion}}
        if bi == 4:
            print(""YES"")
            break
    else:
        print(""NO"")","bi += 1
                break",bi += 1
"def solve(n, m,x):
    a=""vika""
    k=0
    for j in range(m):
        for i in range(n):
            if x[i][j]==a[k]:
                k+=1
                if k==4:
                    {{completion}}
                break
    return ""NO""

t = int(input())
for i in range(t):
    n, m = [int(_) for _ in input().split()]
    x=[]
    l=[]
    for j in range(n):
        a=input()
        x.append(a)
    print(solve(n, m,x))

","return (""YES"")","return ""YES"""
"for s in[*open(0)][2::2]:
 n=len(a:=s.split());r=[0]*n
 for _,i in sorted(zip(map(int,a),range(n))):{{completion}}
 print(*r)
",r[i]=n;n-=1,b[a[i][1]] = n - i
"def main():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = sorted(zip(map(int, input().split()), range(n)))
        b = [0] * n
        for i in range(n):
            {{completion}}
        print(' '.join(map(str, b)))

if __name__ == '__main__':
    main()
",b[a[i][1]] = n - i,r[i]=n;n-=1
"t = int(input())

while t:
    n = int(input())
    a = []
    for i, item in enumerate(input().split()):
        {{completion}}
    a.sort()
    b = [0] * n
    for i in range(n):
        b[ a[i][1] ] = n
        n -= 1
    print("" "".join(map(str, b)))

    t -= 1
","a.append((int(item), i))","a = [ (int(item), i) for i, item in enumerate(input().split()) ]"
"import sys
input = sys.stdin.readline

def solve():
    n, k = map(int, input().split())
    arr = [*map(int, input().split())]
    h = [*map(int, input().split())]
    res = 0
    s = 0
    l = 0
    for r in range(n):
        if h[r-1] % h[r]:
            {{completion}}
        s += arr[r]
        while s > k and l <= r:
            s -= arr[l]
            l += 1
        res = max(r-l+1, res)

    print(res)

for _ in range(int(input())):
    solve()","l = r
            s = 0",break
"import sys

def read(T=int):
	return [T(i) for i in sys.stdin.readline().split()]

def solve():
	[n,k],a,b=[read() for i in range(3)]
	j,c,ans=0,0,0
	for i in range(n):
		while c<k and j<n:
			if (j>i and b[j-1]%b[j]) or (c+a[j]>k):
				{{completion}}
			c+=a[j]
			j+=1

		ans=max(ans,j-i)
		c-=a[i]

	print(ans)

def main():
	for i in range(read(int)[0]):
		solve()

main()",break,"j = i
            c = 0"
"rvar = lambda: map(int, input().split())
rarr = lambda: list(map(int, input().split()))
rstr = lambda: input().strip().decode()
rint = lambda: int(input())
 
'''Speed up input'''
import sys
input = sys.stdin.readline
 
for _ in range(rint()):
    n, k = rvar()
    a = rarr()
    h = rarr()
    cur = 0
    start = 0
    res = 0
    flag = False
    for end in range(n):
        cur += a[end]
        if end > 0 and h[end - 1] % h[end] != 0:
            {{completion}}
 
 
 
        while cur > k:
            cur -= a[start]
            start += 1
        res = max(res, end - start + 1)
 
    print(res)","start = end
            cur = a[end]","if end > 0 and h[end - 1] % h[end] != 0:
            cur = 0
            start = end
            flag = True"
for s in[*open(0)][1:]:{{completion}},"n,k,x=map(int,s.split());print((-1,(k*k-k)//2+(x-(x==k))*(n-k))[x+2>k<=n])","n,k,x=map(int,s.split());
    print((-1,(k*k-k)//2+(x-(x==k))*(n-k))[x+2>k<=n])"
"for _ in range(int(input())):
    n, k, x = map(int, input().split())
    if k > n or k > x + 1:
        print(-1)
    else:
        {{completion}}
",print(k*(k-1)//2+(n-k)*(x-1 if k == x else x)),"n,k,x=map(int,s.split());print((-1,(k*k-k)//2+(x-(x==k))*(n-k))[x+2>k<=n])"
"for s in[*open(0)][1:]:
    {{completion}}","n,k,x=map(int,s.split());
    print((-1,(k*k-k)//2+(x-(x==k))*(n-k))[x+2>k<=n])","n,k,x=map(int,s.split());
    print((-1,(k*k-k)//2+(x-(x==k))*(n-k))[x+2>k<=n])"
"import sys
input = sys.stdin.readline

def solve():
    n, m = map(int, input().split())
    res = 0    
    for _ in range(30):
        {{completion}}
    if n != 0:
        print(-1)
        return
    print(res)

for _ in range(int(input())):
    solve()","n %= m
        res += n
        n *= 2",f = False
"def gcd(x, y):
    while y != 0:
        (x, y) = (y, x % y)
    return x

import sys

for _ in range(int(sys.stdin.readline())):
    m, n = map(int, sys.stdin.readline().split())

    c = 0

    x = gcd(m, n)

    m = m // x
    n = n // x

    f = True
    k = 0

    while f:
        k += 1
        m %= n


        c += m
        m = m << 1
    
        f = not (n*(m//n) == m)
        if k > 30:
            {{completion}}
    
    if n*(m//n) == m:
        print(c*x)
        continue
    
    print('-1')

        
",f = False,"n %= m
res += n
n *= 2"
