eval_prompt,ground_truth,model_output
"input = __import__('sys').stdin.readline


n = int(input())

adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v, x = map(lambda x: int(x)-1, input().split())
    adj[u].append((v, x))
    adj[v].append((u, x))


TRAVERSE = 0
UPDATE_DP = 1

prev_node_stack = [[0] for _ in range(n)]
prev_node = [0]*n
sz = [1]*n
dp_root = [0]*n
dp_remove = [0]*n

stack = [(TRAVERSE, (0, -1, 0))]
while len(stack) > 0:
    state, param = stack.pop()
    if state == TRAVERSE:
        u, par, i = param
        if i < len(adj[u]) and adj[u][i][0] == par:
            i += 1
        if {{completion}}:
            v, x = adj[u][i]
            stack.append((TRAVERSE, (u, par, i+1)))
            stack.append((UPDATE_DP, (v, u, x)))
            stack.append((TRAVERSE, (v, u, 0)))
            prev_node_stack[x].append(v)

    if state == UPDATE_DP:
        v, u, x = param
        prev_node_stack[x].pop()
        sz[u] += sz[v]
        prev_node[v] = prev_node_stack[x][-1]
        if prev_node[v] == 0:
            dp_root[x] += sz[v]
        else:
            dp_remove[prev_node[v]] += sz[v]


# print('prev_node', prev_node)
# print('dp_root', dp_root)
# print('dp_remove', dp_remove)

ans = sum((sz[v] - dp_remove[v]) * (sz[prev_node[v]] - (dp_root[x] if prev_node[v] == 0 else dp_remove[prev_node[v]]))
    for u in range(n) for v, x in adj[u] if sz[u] > sz[v])
print(ans)
",i < len(adj[u]),i < len(adj[u]) and adj[u][i][0] == par
"a=[*map(int,[*open(0)][1].split())]
for k in 0,1:
	for i in range(19):
		z=1<<i
		for j in range(len(a)):
			if {{completion}}:a[j-k*z]^=a[j+k*z-z]
print(*reversed(a))
",j&z,k^(l<j)and l<n
"a=[*map(int,[*open(0)][1].split())]
n=len(a)
for k in 0,1:
    for i in range(19):
        for j in range(n):
            l=j^1<<i
            if {{completion}}:
                a[j]^=a[l]
print(*reversed(a))
",k^(l<j)and l<n,k^(l<j)and l<n
"input()
n = int(input(), 2)
m = n
for {{completion}}:
    n = max(n, m | m >> i)
print(bin(n)[2:])",i in range(30),"i in range(1,10)"
"n = int(input())
s=input()
b=int(s,2)
a=b;
mx=a|b
for i in range(0,7):
  a=a>>1
  m=a|b
  if {{completion}}:
    mx=m
st=format(mx ,""b"")
print(st)",m>mx,"i in range(1,10)"
"n = input()
s = int(input(),2)

res = 0
for {{completion}}:
    res = max(res,(s | (s >> i)))
ans = bin(res)[2:]
print(ans)",i in range(100),"i in range(1,64)"
"input()
n=int(input(),2)
ans=0
for {{completion}}:
    ans=max(ans,n|(n>>i))
print(bin(ans)[2:])

","i in range(1,64)",i in range(30)
"n = input()
s = int(input(), base=2)
t = s
for {{completion}}:
    t = max(t, s | s >> i)
print(""{0:b}"".format(t))","i in range(1,10)",i in range(30)
"n = int(input())
s = input().strip()

s1 = int('0b'+s,2)
res = s1

for {{completion}}:
    res = max(s1 | (s1 >> i), res)

print(bin(res)[2:])","i in range(1,8)",i in range(100)
"def random(st):
	n = 8
	st = int(st, 2)
	MAX = st
	for {{completion}}:
		MAX = max((st >> t) | st, MAX)

	return bin(MAX)[2:]


N = input()
b = input()
print(random(b))
",t in range(n),i in range(30)
"# وده اقل حاجه ببايثون
input()
n=int(input(),2)
m=n
for {{completion}}:m=max(m,n|n>>i)
print(""{0:b}"".format(m))","i in range(1,100)","i in range(1,10)"
"n = int(input())
a = int(input(), 2)
temp = a
mx = a|temp
for i in range(7):
    temp = temp >> 1
    m = a|temp
    if {{completion}}:
        mx = m

print(bin(mx).replace('0b', ''))
",mx < m,m>mx
"from collections import Counter
for _ in range(int(input())):
    n=int(input());
    l=list(map(int, input().split()));c = Counter(l);
    if {{completion}}:
        print(-1); continue
    print(*[i if i!=0 and l[i]==l[i-1] else i+c[l[i]] for i in range(n)])",any(x == 1 for x in c.values()),c[l[i]]>1
"import collections
import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    data = dict(collections.Counter(map(int, input().split())))

    if min(list(data.values())) > 1:
        last = 1
        for i in data.keys():
            print(last + data[i] - 1, end=' ')
            for {{completion}}:
                print(j, end=' ')
            last = last + data[i]
        print()
    else:
        print(-1)
","j in range(last, last + data[i] - 1)",any(x == 1 for x in data.values())
"import sys
tokens = ''.join(sys.stdin.readlines()).split()[::-1]

def next(): return tokens.pop()
def nextInt(): return int(next())
def nextFloat(): return float(next())
def getIntArray(n): return [nextInt() for _ in range(n)]
def getFloatArray(n): return [nextFloat() for _ in range(n)]
def getStringArray(n): return [next() for _ in range(n)]


testcase = True
def solve(testcase = 1):
    N = nextInt()
    A = getIntArray(N)

    if N % 2 == 0:
        a1 = [A[i] for i in range(0, N, 2)]
        a2 = [A[i] for i in range(1, N, 2)]

        i1, i2 = a1.index(min(a1)), a2.index(min(a2))
        m1 = min(a1) * len(a1) + i1
        m2 = min(a2) * len(a2) + i2

        print(""Mike"" if m1 > m2 else ""Joe"")
    else:
        print(""Mike"")

    pass


if testcase is None:
    testcaseCount = 1
    while tokens:
        solve(testcaseCount)
        testcaseCount += 1
else:
    testcaseCount = nextInt() if testcase else 1
    for {{completion}}:
        solve(tc + 1)
    assert not tokens",tc in range(testcaseCount),i == 0 and j == 0
"import sys
tokens = ''.join(sys.stdin.readlines()).split()[::-1]

def next(): return tokens.pop()
def nextInt(): return int(next())
def nextFloat(): return float(next())
def getIntArray(n): return [nextInt() for _ in range(n)]
def getFloatArray(n): return [nextFloat() for _ in range(n)]
def getStringArray(n): return [next() for _ in range(n)]


testcase = True
def solve(testcase = 1):
    N, M = nextInt(), nextInt()
    A = [getIntArray(M) for i in range(N)]

    def get(sum):
        return sum + N + M

    B = [[0] * M for i in range(N)]
    B[0][0] |= 1 << get(A[0][0])

    for i in range(N):
        for j in range(M):
            if {{completion}}: continue
            if i: B[i][j] |= B[i - 1][j]
            if j: B[i][j] |= B[i][j - 1]
            if A[i][j] > 0: B[i][j] <<= 1
            else: B[i][j] >>= 1
        if i: B[i - 1] = None

    print(""YES"" if B[-1][-1] & (1 << get(0)) else ""NO"")

    pass


if testcase is None:
    testcaseCount = 1
    while tokens:
        solve(testcaseCount)
        testcaseCount += 1
else:
    testcaseCount = nextInt() if testcase else 1
    for tc in range(testcaseCount):
        solve(tc + 1)
    assert not tokens",i == 0 and j == 0,i
"import sys
tokens = ''.join(sys.stdin.readlines()).split()[::-1]

def next(): return tokens.pop()
def nextInt(): return int(next())
def nextFloat(): return float(next())
def getIntArray(n): return [nextInt() for _ in range(n)]
def getFloatArray(n): return [nextFloat() for _ in range(n)]
def getStringArray(n): return [next() for _ in range(n)]


testcase = True
def solve(testcase = 1):
    N, M = nextInt(), nextInt()
    A = [getIntArray(M) for i in range(N)]

    def get(sum):
        return sum + N + M

    B = [[0] * M for i in range(N)]
    B[0][0] |= 1 << get(A[0][0])

    for i in range(N):
        for j in range(M):
            if i == 0 and j == 0: continue
            if {{completion}}: B[i][j] |= B[i - 1][j]
            if j: B[i][j] |= B[i][j - 1]
            if A[i][j] > 0: B[i][j] <<= 1
            else: B[i][j] >>= 1
        if i: B[i - 1] = None

    print(""YES"" if B[-1][-1] & (1 << get(0)) else ""NO"")

    pass


if testcase is None:
    testcaseCount = 1
    while tokens:
        solve(testcaseCount)
        testcaseCount += 1
else:
    testcaseCount = nextInt() if testcase else 1
    for tc in range(testcaseCount):
        solve(tc + 1)
    assert not tokens",i,i == 0 and j == 0
"import sys


def _input_iter():
    for line in sys.stdin:
        for part in line.strip().split(' '):
            stripped = part.strip()
            if {{completion}}:
                yield stripped


def read_int():
    return int(next(stream))


def read_str():
    return next(stream)


def get_ans(a, b):
    if len(a) < len(b):
        return False
    if len(a) == len(b):
        return a == b

    if len(b) == 1:
        return b in a

    if a[-len(b) + 1:] != b[1:]:
        return False

    return b[0] in a[:len(a) - len(b) + 1]


def run():
    read_int(), read_int()
    a, b = read_str(), read_str()
    print('YES' if get_ans(a, b) else 'NO')


stream = _input_iter()


def main():
    t = read_int()
    for _ in range(t):
        run()


if __name__ == '__main__':
    main()
",stripped,
"import sys
input = sys.stdin.readline
s = input().strip()
l = len(s)
d, p = [], [0]
d.append([1 if s[0] == chr(x+97)  else 0 for x in range(26)])
for idx, i in enumerate(s):
    if {{completion}}: continue
    x = ord(i) - 97
    d.append(d[p[idx-1]][:])
    d[idx][x] = idx+1
    p.append(d[p[idx-1]][x])
for i in range(10): p.append(0); d.append([])
for i in range(int(input())):
    for idx, t in enumerate(input().strip()):
        x, pos = ord(t) - 97, idx+l
        d[pos] = d[p[pos-1]][:]
        d[pos][x] = pos+1
        p[pos] = d[p[pos-1]][x]
    print(*p[l:l+idx+1])",idx == 0,"idx, t in enumerate(input().strip())"
"import sys
input = sys.stdin.readline
s = input().strip()
l = len(s)
d, p = [], [0]
d.append([1 if s[0] == chr(x+97)  else 0 for x in range(26)])
for idx, i in enumerate(s):
    if idx == 0: continue
    x = ord(i) - 97
    d.append(d[p[idx-1]][:])
    d[idx][x] = idx+1
    p.append(d[p[idx-1]][x])
for i in range(10): p.append(0); d.append([])
for i in range(int(input())):
    for {{completion}}:
        x, pos = ord(t) - 97, idx+l
        d[pos] = d[p[pos-1]][:]
        d[pos][x] = pos+1
        p[pos] = d[p[pos-1]][x]
    print(*p[l:l+idx+1])","idx, t in enumerate(input().strip())",idx == 0
"import sys

if __name__ == ""__main__"":
    input_arr = sys.stdin.read().split()
    tc = int(input_arr[0])
    pos = 1
    for case in range(tc):
        a1, a2 = input_arr[pos:pos + 2]
        char = []
        for i in a1:
            char.append(i)
        for j in a2:
            char.append(j)
        l = len(set(char))
        if l == 4:
            print(3)
        elif {{completion}}:
            print(2)
        elif l == 2:
            print(1)
        elif l == 1:
            print(0)
        pos += 2
",l == 3,l == 3
"import sys

if __name__ == ""__main__"":
    input_arr = sys.stdin.read().split()
    tc = int(input_arr[0])
    pos = 1
    for case in range(tc):
        a1, a2 = input_arr[pos:pos + 2]
        char = []
        for i in a1:
            char.append(i)
        for j in a2:
            char.append(j)
        l = len(set(char))
        if l == 4:
            print(3)
        elif l == 3:
            print(2)
        elif {{completion}}:
            print(1)
        elif l == 1:
            print(0)
        pos += 2
",l == 2,l == 2
"_,(*a,),*r=(map(int,s.split())for s in open(0))
b=[[0],[0]]
for x in b:
 for {{completion}}:x+=x[-1]+max(0,u-v),
 max=min
for s,t in r:l=b[s>t];print(l[t]-l[s])","u,v in zip([0]+a,a)","u,v in zip([0]+a,a)"
"n,m=map(int,input().split())
c=[int(i) for i in input().split()]
f=[0]*n
g=[0]*n
for i in range(1,n):
	f[i]=f[i-1]+max(0,c[i-1]-c[i])
	g[-i-1]=g[-i]+max(0,c[-i]-c[-i-1])
for i in range(m):
	x,y=map(int,input().split())
	if {{completion}}:
		print(f[y-1]-f[x-1])
	else:
		print(g[y-1]-g[x-1])",x<y,s<t
"R=lambda:map(int,input().split())
n,m=R()
*a,=R()
b=[[0],[0]]
f=max
for x in b:
 for {{completion}}:x+=x[-1]+f(0,u-v),
 f=min
for _ in[0]*m:s,t=R();l=b[s>t];print(l[t]-l[s])","u,v in zip([0]+a,a)","u,v in zip([0]+a,a)"
"n,m=map(int,input().split())
world=['x']+list(map(int,input().split()))
L1=[0]
L2=[0]
for i in range(1,n):
    L1.append(L1[i-1]+max(world[i]-world[i+1],0))
    L2.append(L2[i-1]+max(world[i+1]-world[i],0))
for i in range(m):
    s,t=map(int,input().split())
    if {{completion}}:
        print(L1[t-1]-L1[s-1])
    else:
        print(L2[s-1]-L2[t-1])",s<t,s<t
"n,m=[int(x) for x in input().split()]
a=[int(x) for x in input().split()]
ltr,rtl=[0],[0]
for i in range(1,n):
    ltr.append(max(0,a[i-1]-a[i])+ltr[-1])
    rtl.append(max(0,a[i]-a[i-1])+rtl[-1])
for i in range(m):
    s,t=[int(x) for x in input().split()]
    if {{completion}}:
        print(ltr[t-1]-ltr[s-1])
    else:
        print(rtl[s-1]-rtl[t-1])
        ",s<=t,x<y
"(n,m),(*a,),*r=(map(int,s.split())for s in open(0))
b=[[0],[0]]
for x in b:
 for {{completion}}:x+=x[-1]+max(0,u-v),
 max=min
for s,t in r:l=b[s>t];print(l[t]-l[s])","u,v in zip([0]+a,a)","u,v in zip([0]+a,a)"
"n, m = map(int, input().split())
a = list(map(int, input().split()))
inc = [0]
dec = [0]
for i in range(n-1):
    inc.append(inc[i] + max(0, a[i]-a[i+1]))
    dec.append(dec[i] + max(0, a[i+1] - a[i]))
    
for i in range(m):
    x, y = map(int, input().split())
    #print(x, y)
    #ans = 0
    if {{completion}}:
        ans = inc[y-1] - inc[x-1]
    else:
        ans = dec[x-1] - dec[y-1]
    print(ans)
",x < y,s<t
"R=lambda:map(int,input().split())
n,m=R()
*a,=R()
b=[[0],[0]]
for x in b:
 for {{completion}}:x+=x[-1]+max(0,u-v),
 a=a[::-1]
b[1]=[0]+b[1][::-1]
for _ in[0]*m:s,t=R();l=b[s>t];print(abs(l[s]-l[t]))","u,v in zip([0]+a,a)","u,v in zip([0]+a,a)"
"n, m = map(int, input().split());a = list(map(int, input().split()));l = [0] + [max(0, a[i] - a[i + 1]) for i in range(n - 1)];r = [0] + [max(0, a[i] - a[i - 1]) for i in range(1, n)]
for {{completion}}: l[i + 1] += l[i];r[i + 1] += r[i]
for _ in range(m): s, t = map(int, input().split());print(l[t - 1] - l[s - 1]) if(s < t) else print(r[s - 1] - r[t - 1])",i in range(n - 1),_ in range(m)
"n, m = map(int, input().split());a = list(map(int, input().split()));l = [0] + [max(0, a[i] - a[i + 1]) for i in range(n - 1)];r = [0] + [max(0, a[i] - a[i - 1]) for i in range(1, n)]
for i in range(n - 1): l[i + 1] += l[i];r[i + 1] += r[i]
for {{completion}}: s, t = map(int, input().split());print(l[t - 1] - l[s - 1]) if(s < t) else print(r[s - 1] - r[t - 1])",_ in range(m),_ in range(m)
"n,m=(map(int,input().split()))
l=list(map(int,input().split()))

f=[0]*n
b=[0]*n
d=0
for j in range(1,n):
    d=d+max(0,l[j-1]-l[j])
    f[j]=d
l=l[::-1]
d=0
for k in range(1,n):
    d=d+max(0,l[k-1]-l[k])
    b[k]=d
b=b[::-1]
for i in range(m):
    s,t=(map(int,input().split()))
    if {{completion}}:
        print(f[t-1]-f[s-1])
    else:
        print(b[t-1]-b[s-1])",s<t,s < t
"import sys

input = sys.stdin.buffer.readline

N = int(input())
A = list(map(int, input().split()))
adj = [[] for _ in range(N)]
for _ in range(N - 1):
    a, b = map(lambda s: int(s) - 1, input().split())
    adj[a].append(b)
    adj[b].append(a)


O = [0]
for i in O:
    for j in adj[i]:
        adj[j].remove(i)
        O.append(j)


class XORSet:
    def __init__(self, el=None):
        self.s = set()
        self.xor = 0
        if el is not None:
            self.s.add(el)

    def add(self, el: int):
        self.s.add(el ^ self.xor)

    def update(self, xor: int):
        self.xor ^= xor

    def __len__(self) -> int:
        return len(self.s)

    def __iter__(self):
        return (x ^ self.xor for x in self.s)

    def __contains__(self, el: int) -> bool:
        return (el ^ self.xor) in self.s

r = 0
D = [XORSet(a) for a in A]
for i in reversed(O):
    for j in adj[i]:
        if len(D[j]) > len(D[i]):
            D[i], D[j] = D[j], D[i]
            D[i].update(A[i])
            D[j].update(A[i])


        #print('merging', i, j, list(D[i]), list(D[j]))
        if any(x in D[i] for x in D[j]):
            r += 1
            D[i].s.clear()
            break
        else:
            for {{completion}}:
                D[i].add(x ^ A[i])

        #assert 0 not in D[i]

    #print(i, A[i], adj[i], list(D[i]))

print(r)
",x in D[j],x in l
"import sys

input = sys.stdin.buffer.readline

N = int(input())
A = list(map(int, input().split()))
adj = [[] for _ in range(N)]
for _ in range(N - 1):
    a, b = map(lambda s: int(s) - 1, input().split())
    adj[a].append(b)
    adj[b].append(a)


O = [0]
for i in O:
    for j in adj[i]:
        adj[j].remove(i)
        O.append(j)


class XORSet:
    def __init__(self, el=None):
        self.s = set()
        self.xor = 0
        if el is not None:
            self.s.add(el)

    def add(self, el: int):
        self.s.add(el ^ self.xor)

    def update(self, xor: int):
        self.xor ^= xor

    def __len__(self) -> int:
        return len(self.s)

    def __iter__(self):
        return (x ^ self.xor for x in self.s)

    def __contains__(self, el: int) -> bool:
        return (el ^ self.xor) in self.s

r = 0
D = [XORSet(a) for a in A]
for i in reversed(O):
    for j in adj[i]:
        if len(D[j]) > len(D[i]):
            D[i], D[j] = D[j], D[i]
            D[i].update(A[i])
            D[j].update(A[i])

        l = list(D[j])
        for x in l:
            if x in D[i]:
                r += 1
                D[i].s.clear()
                break
        else:
            for {{completion}}:
                D[i].add(x ^ A[i])

            continue

        break

    #print(i, A[i], adj[i], list(D[i]))

print(r)
",x in l,x in D[j]
"n,s=open(0)
for {{completion}}:print(min(-int(x)%2**i-i+15for i in range(16)))",x in s.split(),x in s.split()
"n = int(input())
mod = 1 << 15
for x in map(int, input().split()):
    res = 16
    for a in range(15):
        for b in range(15):
            if {{completion}}:
                res = min(res, a + b)
    print(res)
",(x + a) * (1 << b) % mod == 0,"x in map(int, s.split())"
"n, s = open(0)
for {{completion}}:
    print(min(15-i+-x % 2**i for i in range(16)))
","x in map(int, s.split())","x in map(int, s.split())"
"n,s=open(0)
for {{completion}}:print(min(-x%2**i-i+15for i in range(16)))","x in map(int,s.split())",x in s.split()
"n,s=open(0)
for {{completion}}:print(min(15-i+-x%2**i for i in range(16)))","x in map(int,s.split())","x in map(int,s.split())"
"n,s=open(0)
for {{completion}}:print(min(-int(x)%2**i-i+15for i in range(16)))",x in s.split(),x in s.split()
"for test in range(int(input())):
    n = int(input())
    h = [int(i) for i in input().split()]
    res = 2 << 69

    for req in range(max(h), max(h)+3):
        hm = req
        d = 0
        c = 0
        for {{completion}}:
            d += req-i
            c += (req-i) & 1
        res = min(res, max((d//3)*2+d % 3, c*2-1))

    print(res)
",i in h,i in range(n)
"from bisect import bisect

t = int(input().strip())

def solve(o, t):
    if {{completion}}:
        d = (t - o) // 3 + ((t - o) % 3 == 2)
        o, t = o + 2 * d, t - d
    return (o + (t > o)) * 2 - (o > t)


out = []
for _ in range(t):
    n = int(input().strip())
    h = list(map(int, input().strip().split()))
    mx = max(h)
    o, t, e = 0, 0, 0
    for x in h:
        e += (mx - x + 1) % 2
        o += (mx - x) % 2
        t += (mx - x) // 2
    out.append(str(min(solve(o, t), solve(e, t + o))))


print(""\n"".join(out))
",t - o > 1,x in h
"from bisect import bisect

t = int(input().strip())

def solve(o, t):
    if t - o > 1:
        d = (t - o) // 3 + ((t - o) % 3 == 2)
        o, t = o + 2 * d, t - d
    return (o + (t > o)) * 2 - (o > t)


out = []
for _ in range(t):
    n = int(input().strip())
    h = list(map(int, input().strip().split()))
    mx = max(h)
    o, t, e = 0, 0, 0
    for {{completion}}:
        e += (mx - x + 1) % 2
        o += (mx - x) % 2
        t += (mx - x) // 2
    out.append(str(min(solve(o, t), solve(e, t + o))))


print(""\n"".join(out))
",x in h,t - o > 1
"def solve(target,r):
 k=len(r)
 ones=twos=0
 for {{completion}}:
  ones+=(target-r[i])%2
  twos+=(target-r[i])//2
 if ones>twos:return 2*ones-1
 return (ones+twos*2)//3*2+(ones+twos*2)%3
for _ in [0]*int(input()):
 input();r=[*map(int,input().split())]
 print(min(solve(max(r),r),solve(max(r)+1,r)))",i in range(k),i in range(k)
"for _ in range(int(input())):
    n=int(input())
    l=list(map(int,input().strip().split()))
    l.sort()
    a=l.count(l[-1])
    odd,even=0,0
    for i in l:
        if {{completion}}:
            even+=1
        else:
            odd+=1
    su=sum(l[:n-a])
    needed=l[-1]*(n-a)-su
    if l[-1]%2==0:
        p1,p2=odd,even
    else:
        p1,p2=even,odd
    ans=max(2*(needed//3)+needed%3,2*p1-1)
    needed+=n
    ans2=max(2*(needed//3)+needed%3,2*p2-1)
    print(min(ans,ans2))",i%2==0,i%2==0
"def solve(m,a):
    ev=od=0
    for {{completion}}:
        ev += (m-i)//2; od += (m-i)%2
    if(od>=ev):
        return od*2-(od!=ev)
    ev = (ev-od)*2
    return od*2 + ev//3*2 + ev%3

I = lambda: map(int,input().split())
t,=I()
for _ in [1]*t:
    n, = I()
    b = [*I()]
    mx = max(b)
    print(min(solve(mx,b),solve(mx+1,b)))",i in a,x in h
"# by the authority of GOD     author: Kritarth Sharma #
import sys
from collections import defaultdict,deque,Counter
from bisect import bisect_left
import math
input=sys.stdin.readline
def inp():
    l=list(map(int,input().split()))
    return l

for _ in range(int(input())):
        n,=inp()
        l=inp()
        m=max(l)
        a=float('inf')
        for i in range(m,m+2):
            x=0
            y=0
            for {{completion}}:
                x+=(i-l[j])//2
                y+=(i-l[j])%2
            a=min(a,max( 2*y -1, ((2*x+y)//3)*2 +((2*x+y)%3) ))
        print(a)",j in range(n),i-l[j]>=0
"inp = lambda : list(map(int,input().split()))
for _ in range(int(input())):
    n = int(input())
    t = inp()
    c = 0
    m = max(t)
    def mm(m):
        n1 = n2 = 0
        tot =0
        for {{completion}}:
            n1+= (m-i)%2
            n2+= (m-i)//2
        return (n1*2-1) if n2<n1 else ((n2*2+n1)//3*2+(n2*2+n1)%3)    

    print(min(mm(m),mm(m+1)))",i in t,i in range(m)
"for ii in range(int(input())):
	n=int(input())
	a = list(map(int, input().split()))
	m=max(a)
	ans=float(""inf"")
	for jj in range(m,m+4):
		x,y=0,0
		for {{completion}}:
			x+=(jj-kk)%2
			y+=(jj-kk)//2
		ans=min(max(((x+y*2)//3*2)+(x+y*2)%3,x*2-1),ans)
	print(ans)",kk in a,kk in range(n)
"n,k = map(int, input().split())
bb = list(map(int, input().split()))
ans = 0
sofar = 0
sumprog = 0
timeq = []
for ib,b in enumerate(bb[::-1]):
    kk = min(k, n-ib)
    time = (max(0,b-sofar)+kk-1)//kk
    ans += time
    timeq.append(time)
    sumprog += time
    if {{completion}}:
        sumprog -= timeq[ib-k]
    sofar += kk*time
    sofar -= sumprog
    # print(time, sofar, timeq, sumprog)
print(ans)
",ib >= k,b > sofar
"I = lambda: [int(x) for x in input().split()]
n, k = I()
B, d = I() + [0]*k, [0] * (n + k)

s = total = 0
for i in range(n-1, -1, -1):
    B[i] -= total
    if {{completion}}:
        dd = min(k, i + 1)
        d[i] = (B[i] + dd - 1)//dd
    s += d[i] - d[i + k]
    total += d[i] * dd - s
    
print(sum(d))",B[i] > 0,i > 0
"n, k = [int(i) for i in input().split()]
a = [int(i) for i in input().split()]

dd = [0]*(len(a)+5)

add = 0
diff = 0
moves = 0
for key, i in reversed([*enumerate(a)]):
    add += diff
    i += add
    diff += dd[-1]
    dd.pop()
    if {{completion}}:
        K = min(k, key+1)
        dd[-K] -= (i+K-1)//K
        diff += (i+K-1)//K
        moves += (i+K-1)//K
        add -= K*((i+K-1)//K)
print(moves)
",i > 0,i < b[key]
"I=lambda:[*map(int,input().split())]
def F(g,i):s=g//i;b=g%i;return b*(s+1)**2+(i-b)*s**2
def f(g,c):
	if c>g**2//2:return 0,g**2
	s=0;b=g
	while b-s>1:
		m=(b+s)//2
		if {{completion}}:s=m
		else:b=m
	return s,F(g,b)
n,=I()
a=[0]+I()
m,=I()
G=[a[i+1]-a[i]for i in range(n)]
s=2
b=1<<59
while b-s>1:
	C=0;M=(b+s)//2
	for g in G:a,c=f(g,M);C+=c
	if C>m:b=M
	else:s=M
A=C=0
for g in G:a,c=f(g,b);A+=a;C+=c
print(A+max(0,(C-m-1)//s+1))","F(g,m)-F(g,m+1)>=c","a,c=f(g,M)"
"from collections import Counter
n, a, m = int(input()), [*map(int, input().split())], int(input())
def energy(l, t):
    x,y = divmod(l, t+1)
    return x*x*(t+1-y)+(x+1)*(x+1)*y
def getdiff(l, diff):
    lo, hi = 0, l
    while lo < hi:
        mid = lo + hi >> 1
        if {{completion}}: hi = mid
        else: lo = mid + 1
    return lo, energy(l, lo)
def getsum(d, c=0): a1,a2 = zip(*[getdiff(i, d) for i,_ in a]); return (0 if c else sum(a1[i]*x for i, (_, x) in enumerate(a)), sum(a2[i]*x for i, (_, x) in enumerate(a)))
a = [0] + a
a = Counter([a[i+1]-a[i] for i in range(n)]).items()
lo, hi = 1, m
while lo < hi:
    mid = lo + hi >> 1
    if getsum(mid, 1)[1] > m: hi = mid
    else: lo = mid + 1
lo-=1
a1, a2 = getsum(lo)
print(a1-(m-a2)//lo if lo else a1)","energy(l, mid) - energy(l, mid+1) < diff","F(g,m)-F(g,m+1)>=c"
"# import io,os
# read = io.BytesIO(os.read(0, os.fstat(0).st_size))
# I = lambda: [*map(int, read.readline().split())]

import sys
I=lambda:[*map(int,sys.stdin.readline().split())]

def ff(gap, ints): 
	sml = gap // ints
	bigcount = gap % ints
	return bigcount * (sml + 1) ** 2 + (ints - bigcount) * sml ** 2

def f(gap, c):
	if c > gap ** 2 // 2:
		return 0, gap ** 2
	sml = 0
	big = gap
	while big - sml > 1:
		mid = (big + sml) // 2
		a = ff(gap, mid)
		b = ff(gap, mid + 1)
		if {{completion}}:
			sml = mid
		else:
			big = mid
	return sml, ff(gap, big)

n, = I()
a = I()
m, = I()
gaps = [a[0]]
for i in range(n - 1):
	gaps.append(a[i + 1] - a[i])

sml = 2
big = 1 << 59 + 2
while big - sml > 1:
	cost = 0
	mid = (big + sml) // 2
	for g in gaps:
		a, c = f(g, mid)
		cost += c
	if cost > m:
		big = mid
	else:
		sml = mid
abig = 0
cbig = 0
for g in gaps:
	a, c = f(g, big)
	abig += a
	cbig += c

print(abig + max(0, (cbig - m - 1) // sml + 1))",a - b >= c,"F(g,m)-F(g,m+1)>=c"
"from functools import cache
from math import inf
from itertools import accumulate

def solve(A, m):
    n = len(A)
    A.reverse()

    @cache
    def dp(i, val, balance):
        if abs(balance) > m:
            return inf
        if {{completion}}:
            return inf
        if i == n:
            return 0 if balance == 0 else inf

        curr = A[i] + balance
        take = abs(curr - val) + dp(i + 1, val, curr - val)
        skip = dp(i, val + 1, balance)
        return min(take, skip)

    return dp(0, 0, 0)


n, m = map(int, input().split())
A = list(map(int, input().split()))
print(solve(A, m))
",(n - i) * val > m,i == n
"from functools import cache
from math import inf
from itertools import accumulate

def solve(A, m):
    n = len(A)
    A.reverse()

    @cache
    def dp(i, val, balance):
        if abs(balance) > m:
            return inf
        if (n - i) * val > m:
            return inf
        if {{completion}}:
            return 0 if balance == 0 else inf

        curr = A[i] + balance
        take = abs(curr - val) + dp(i + 1, val, curr - val)
        skip = dp(i, val + 1, balance)
        return min(take, skip)

    return dp(0, 0, 0)


n, m = map(int, input().split())
A = list(map(int, input().split()))
print(solve(A, m))
",i == n,(n - i) * val > m
"from itertools import accumulate
I=lambda:map(int,input().split())
n,m=I()
a,inf=[*I()],float('inf')
pre=[0]+[*accumulate(a)]

dp=[[inf]*(m+1) for _ in range(m+1)]
dp[m][0]=0
for i in range(n):
  cur=[[inf]*(m+1) for _ in range(m+1)]
  for lst in reversed(range(m+1)):
    for sums in range(m+1):
      if {{completion}}:
        dp[lst][sums]=min(dp[lst][sums],dp[lst+1][sums])
      if sums+lst<=m:
        cur[lst][sums+lst]=min(cur[lst][sums+lst], dp[lst][sums]+abs(pre[i+1]-(sums+lst)))
  dp,cur=cur,dp
print(min(dp[lst][m] for lst in range(m+1)))",lst<m,lst<m
"from itertools import accumulate
I=lambda:map(int,input().split())
n,m=I()
a,inf=[*I()],float('inf')
pre=[0]+[*accumulate(a)]

dp=[[inf]*(m+1) for _ in range(m+1)]
dp[m][0]=0
for i in range(n):
  cur=[[inf]*(m+1) for _ in range(m+1)]
  for lst in reversed(range(m+1)):
    for sums in range(m+1):
      if lst<m:
        dp[lst][sums]=min(dp[lst][sums],dp[lst+1][sums])
      if {{completion}}:
        cur[lst][sums+lst]=min(cur[lst][sums+lst], dp[lst][sums]+abs(pre[i+1]-(sums+lst)))
  dp,cur=cur,dp
print(min(dp[lst][m] for lst in range(m+1)))",sums+lst<=m,lst<m
